,lat,lon,depth,time,evid,nass,ml,sdobs,etype,Annotations
465,51.6741,-177.6919,42.3752,1600975468,508,8,2.99,0.6421,D,Duplicate of evid #507
466,53.9286,-167.3104,35.051,1600975530,509,6,-999,0.7899,D,Duplicate of evid #507
471,51.4586,-174.4826,20.2822,1600980821,515,11,1.77,0.6267,-,"earthquake, low SNR"
473,51.7804,-177.1886,0.3501,1600982708,517,13,0.97,4.8275,-,earthquake
474,52.1393,-175.5093,33.5066,1600988940,518,4,1.47,0.2877,-,earthquake
475,52.3188,-175.1186,39.9965,1600988927,519,4,-999,0.4626,D,Duplicate of evid #518 (evid #519 is S-only location)
476,51.8351,-176.8573,0,1600990956,520,6,-999,2.6407,-,earthquake
478,52.3874,-165.4894,5.0496,1600991438,522,8,2.54,0.3951,-,earthquake
480,51.7585,-177.1555,0.0331,1600996969,524,6,-999,0.3789,-,earthquake
483,51.1069,-172.7844,10.3315,1601008654,527,7,-999,0.5482,-,"earthquake, low SNR"
484,53.073,-167.4674,73.6892,1601009508,528,8,1.82,1.1555,-,earthquake
485,51.8611,-177.1504,0,1601011703,529,8,-999,4.3211,-,"earthquake, poor location"
486,54.4349,-166.569,12.5998,1601013542,530,11,2.82,1.0419,n,"""phantom-quake"", P- and S-phases picked on Pn/Pg"
487,51.8953,-175.8163,32.9965,1601013629,531,8,2.14,0.3204,-,earthquake (possibly deep)
488,51.1351,-177.8549,16.0494,1601023644,532,12,1.79,0.4227,-,earthquake
489,52.1615,-176.5802,48.5853,1601024016,533,4,-999,0.0848,V,"volcanic (type a), one subnet only — Kanaga"
491,51.0106,-174.4096,9.6472,1601033157,535,5,-999,0.5,D,Duplicate of evid #534 (evid #535 is S-only location)
492,51.6367,-173.4199,20.0049,1601038995,536,6,-999,1.2452,-,"earthquake, low SNR"
494,51.7887,-177.1973,0.4899,1601046854,538,17,1.04,2.4532,-,earthquake
498,51.4623,-175.1562,98.81,1601061390,542,5,-999,4.1437,-,"earthquake, low SNR"
499,51.9522,-176.3203,0.3821,1601061486,543,7,-999,3.1974,-,"earthquake, low SNR"
500,52.0861,-175.398,81.517,1601064229,544,4,-999,0.0645,-,earthquake
501,51.6536,-175.2649,44.0218,1601064234,545,4,1.38,0.066,D,Duplicate of evid #544
503,51.3159,-175.7499,99.8121,1601078751,547,11,1.49,2.991,-,"earthquake, poor location"
505,51.206,-176.6384,29.0486,1601087383,549,5,-999,0.1173,-,"earthquake, very tiny, low SNR"
507,51.7167,-177.2533,25.0345,1601090208,552,7,-999,0.6869,-,earthquake — more distant
508,50.715,-177.7193,0.1825,1601090204,553,5,2.97,1.2025,D,Duplicate of evid #552
509,51.9436,-173.286,65.9191,1601095200,554,13,2.12,0.4791,-,earthquake
510,53.9364,-165.7551,33.7783,1601098515,555,5,0.75,0.3196,-,earthquake
511,51.0279,-177.3109,2.6168,1601102531,556,8,2.16,8.4557,V,"volcanic (type a), one subnet only — Great Sitkin"
514,51.4122,-176.5326,13.9363,1601108089,559,11,1.33,0.5007,-,earthquake
515,51.5601,-176.6831,0.0697,1601110212,560,4,1.9,0.1446,V,"volcanic (type a), one subnet only — Great Sitkin"
516,51.081,-177.3111,1.6068,1601110184,561,4,2.22,0.3696,D,Duplicate of evid #560 (evid #561 is S-only location)
518,51.5854,-176.9052,0.1879,1601122743,563,10,0.84,1.9228,-,earthquake
520,51.4916,-175.2691,35.6592,1601127703,565,4,-999,0.2079,-,"earthquake, very smalls, one subnet only, low SNR"
523,51.8865,-177.2176,50,1601150388,568,6,0.44,-1,D,Duplicate of matched evid #569
527,51.691,-175.1083,21.6473,1601174998,572,6,1.49,0.2386,-,earthquake
528,52.9243,-168.1529,27.0675,1601179958,573,6,4.47,1.6215,n,"distant earthquake — poor location, very few detections/picks (seems like EQT got lucky)"
531,51.8175,-174.3131,38.708,1601188609,576,5,2.59,0.3591,n,"distant earthquake — poor location, very few detections/picks (seems like EQT got lucky)"
534,51.7646,-175.3126,41.0147,1601191039,579,5,1.81,0.1905,-,earthquake
536,51.8379,-175.8674,20.187,1601191008,581,6,1.56,0.3949,D,Duplicate of matched evid #578
541,51.9459,-176.2863,39.9195,1601214671,586,4,0.86,0.3592,D,Duplicate of matched evid #585
542,51.8498,-176.9728,4.6569,1601215834,587,19,1.79,4.4141,-,"earthquake, poor location"
544,53.9253,-166.1974,50,1601231475,590,4,-999,-1,-,earthquake
545,53.0699,-176.2717,0,1601233412,591,9,2.42,6.3019,-,earthquake
550,51.9041,-175.6426,30.9261,1601261114,596,6,2.78,0.3034,n,"earthquake near Cleveland with very few detections/arrivals, very poor location (EQT got lucky)"
551,51.8405,-174.5542,0.1671,1601265088,597,6,-999,1.0047,-,earthquake
553,52.3387,-174.0995,14.8317,1601310168,599,7,-999,0.2674,V,"volcanic (type a), one subnet only — Korovin"
554,53.5452,-167.4272,10.4494,1601316184,600,8,2.34,0.3663,-,"earthquake, low SNR"
557,52.7335,-166.9635,35.0872,1601354261,603,5,-999,0.6779,-,earthquake
559,53.4902,-166.6411,97.0738,1601361631,605,9,-999,0.6584,-,earthquake (P-only location)
560,51.3376,-175.8198,49.8974,1601377292,607,7,-999,0.3093,-,earthquake
564,53.4651,-165.3066,12.3568,1601398762,611,4,-999,0.0945,-,earthquake (one subnet only)
566,51.7844,-177.44,26.8798,1601408724,614,7,-999,1.2501,D,Duplicate of matched evid #615
569,52.3696,-175.402,59.5327,1601411471,617,7,-999,1.8474,-,"earthquake, very low SNR"
572,51.8278,-176.9105,1.5003,1601422458,620,17,1.06,3.6788,-,"earthquake, poor location"
576,51.6093,-177.0636,0,1601465174,624,14,1.62,4.9127,-,"earthquake, very poor location"
577,50.9659,-177.4265,9.6263,1601465157,625,9,2.13,0.3949,D,Duplicate of evid #624
578,51.8925,-176.4333,1.8142,1601472385,626,8,-999,3.6407,-,earthquake
579,53.318,-165.3173,45.7979,1601481426,627,7,-999,0.8955,-,earthquake
581,50.4709,-176.4147,0.585,1601508787,629,5,2.5,1.423,-,"earthquake, very low SNR"
