,lat,lon,depth,time,evid,nass,ml,sdobs,etype
702,61.395,-149.9437,32.3965,1543620376.31748,1890,9,2.28,0.692,-
707,61.3867,-150.0426,35.5752,1543620621.36403,1905,12,2.55,0.4774,-
709,61.3546,-150.0127,36.9765,1543620777.3975,1911,32,2.04,0.9623,-
711,61.2405,-149.3236,6.9119,1543620517.96237,1899,9,2.61,0.583,-
723,61.3973,-150.1179,36.785,1543621456.89136,1952,7,1.82,0.4564,-
724,61.4456,-149.9252,34.8399,1543621499.50979,1951,23,2.26,0.7861,-
740,61.4927,-149.9069,41.9375,1543622339.1844,2010,6,1.67,0.2946,-
761,61.5053,-149.8832,12.5459,1543623090.36142,2082,18,3.08,0.94,-
763,61.2876,-150.1114,0.0139,1543622514.63633,2095,10,2.64,1.0583,-
776,61.4897,-149.901,78.1461,1543623684.18532,2138,13,1.8,1.0649,-
794,61.2979,-150.1229,38.3801,1543624396.67095,2193,10,2.02,0.7983,-
800,61.4169,-150.3059,45.2396,1543624765.16505,2225,8,2.28,0.495,-
813,61.4113,-150.1821,30.5987,1543625370.64264,2264,12,-999.0,0.7326,-
823,61.5686,-149.9238,42.1652,1543625697.17084,2289,11,-999.0,0.7365,-
829,61.3757,-150.074,4.1808,1543625777.4892,2304,13,3.21,0.8812,-
836,61.3582,-149.9424,0.1957,1543625607.77468,2341,31,2.41,1.3448,-
838,61.2751,-149.9513,100.0,1543626178.63875,2335,14,2.51,2.1893,-
847,61.3935,-150.049,36.9715,1543626160.489,2328,12,2.1,0.6221,-
848,61.4418,-149.491,32.0959,1543626005.64303,2358,12,2.68,0.7064,-
849,61.4507,-149.9652,35.2804,1543626537.95443,2374,11,-999.0,0.6983,-
850,61.5347,-150.0032,32.7216,1543626665.84268,2383,4,1.79,0.0136,-
860,61.2461,-150.0848,27.6073,1543626543.04177,2380,10,-999.0,0.7391,-
869,61.4419,-149.8692,5.304,1543626967.4643,2398,60,3.26,0.8352,-
883,61.5648,-149.6169,0.0114,1543627957.93909,2486,6,2.4,0.8546,-
886,61.1758,-149.5369,100.0,1543628093.37963,2493,9,2.89,2.2478,-
891,61.5365,-150.1793,0.1997,1543628211.52704,2511,5,1.86,0.6243,-
893,61.4275,-149.9332,100.0,1543628330.57414,2516,7,1.85,0.4442,-
894,61.548,-150.1319,35.8995,1543627761.3384,2467,8,2.71,0.7982,-
906,61.0507,-149.7336,3.2035,1543628748.756,2550,9,2.7,1.687,-
909,61.3038,-150.2389,99.9087,1543628971.10096,2565,6,2.01,0.5417,-
913,61.4985,-150.0565,0.0651,1543628599.46433,2572,8,2.07,0.5949,-
929,61.2819,-149.9302,35.1895,1543629692.5807,2625,17,3.15,0.6819,-
944,61.422,-150.1507,36.8621,1543630582.28776,2709,13,1.61,0.8285,-
950,61.4294,-149.8252,99.847,1543630768.32124,2727,6,2.17,2.014,-
964,61.4271,-150.0743,26.3562,1543631742.99636,2781,12,2.13,0.753,-
981,61.4127,-149.9459,9.6489,1543632734.26121,2828,10,2.28,0.7243,-
990,61.4883,-149.9039,0.4579,1543633143.7655,2850,8,-999.0,1.0112,-
1015,61.2146,-150.3412,4.0222,1543633960.65766,2924,9,2.62,0.7808,-
1018,61.4258,-150.0796,35.3781,1543634454.96163,2926,14,2.06,0.7726,-
1026,61.371,-150.2304,11.5744,1543634858.48212,2943,13,2.28,1.018,-
1041,61.3581,-150.1194,29.1185,1543635955.40913,2991,9,1.51,0.4433,-
1045,61.5589,-149.4132,0.1595,1543636045.8039,2998,7,1.37,0.8175,-
1049,61.5089,-150.1248,20.418,1543636472.56708,3014,18,1.6,0.7927,-
1050,61.3837,-150.3131,53.9887,1543636413.30132,3013,13,1.8,1.4308,-
1059,61.3931,-149.9784,37.6097,1543637008.52744,3041,33,1.93,0.8505,-
1076,61.5323,-149.8906,35.2077,1543637892.91912,3090,18,2.23,0.7943,-
1080,61.1869,-150.3645,22.3123,1543638106.14664,3104,13,1.61,1.3989,-
1084,61.2169,-150.4022,0.6419,1543638405.21341,3125,6,1.95,1.5941,-
1088,61.5067,-149.9517,16.9886,1543638410.51411,3129,27,2.12,1.0846,-
1096,61.4756,-149.619,66.4736,1543638894.06207,3157,14,2.02,1.1563,-
1106,61.3979,-150.0465,34.6483,1543639541.97722,3193,22,1.53,0.5452,-
1113,61.4569,-149.1334,100.0,1543639876.11335,3207,4,-999.0,0.6865,-
1118,61.6004,-149.6028,51.1538,1543639984.35821,3220,26,3.02,0.7227,-
1120,61.4875,-149.9358,38.3916,1543640220.46429,3238,11,2.51,0.9057,-
1127,61.4536,-149.9283,0.045,1543640558.69572,3258,9,2.09,1.0996,-
1129,61.3609,-149.9761,36.4146,1543640729.7692,3265,8,2.08,0.1791,-
1139,61.4147,-150.1167,36.0799,1543641175.86508,3286,22,1.8,0.576,-
1143,61.4864,-149.9387,88.279,1543641361.044,3302,6,-999.0,0.2161,-
1157,61.4706,-149.9396,32.9229,1543641913.96735,3342,10,-999.0,0.6529,-
1162,61.4843,-150.0819,40.493,1543642545.90785,3380,8,2.09,0.3518,-
1163,61.6109,-149.4763,0.2826,1543642319.18523,3371,13,4.59,1.8675,-
1176,61.4473,-150.0924,46.2677,1543643127.2667,3408,6,-999.0,0.097,-
1179,61.477,-150.2285,36.4919,1543643220.58633,3419,9,1.75,1.2209,-
1195,61.4283,-150.1166,37.2139,1543644153.20256,3465,17,1.5,0.5529,-
1203,61.4575,-150.1844,31.3698,1543644346.55568,3479,6,1.77,0.533,-
1208,61.4709,-149.9178,34.9478,1543644843.47298,3495,80,3.25,0.6859,-
1216,61.4637,-149.8845,0.014,1543644685.70827,3533,17,2.31,0.6366,-
1228,61.4216,-150.2161,35.1038,1543646234.52651,3575,12,1.95,0.4972,-
1236,61.101,-149.7827,98.6839,1543646648.46317,3589,7,-999.0,0.8843,-
1240,61.2382,-150.126,33.3301,1543646744.21593,3596,13,-999.0,1.0398,-
1249,61.4744,-149.8996,0.0142,1543646324.91477,3610,11,2.14,0.6294,-
1277,61.4027,-149.9617,34.1817,1543648842.03596,3698,16,2.05,0.4301,-
1284,61.442,-149.4249,0.0237,1543648643.12778,3690,10,1.94,1.1829,-
1294,61.5533,-149.8733,31.8352,1543649605.27206,3745,11,1.38,0.7934,-
1300,61.1044,-149.7865,98.3339,1543649659.69107,3757,6,-999.0,0.5078,-
1311,61.0997,-149.8686,97.153,1543650270.6999,3805,6,-999.0,1.5967,-
1316,61.3772,-150.3191,19.425,1543650366.21239,3817,6,-999.0,1.8289,-
1322,61.5699,-149.9111,35.9514,1543650509.04352,3824,15,2.06,0.9006,-
1326,61.4992,-149.2488,50.0,1543650784.1433,3840,4,2.45,-1.0,-
1335,61.3982,-150.1563,37.0528,1543650820.87362,3875,7,2.52,0.6173,-
1341,61.2655,-150.1299,28.4386,1543651624.14724,3897,9,2.62,0.8718,-
1381,61.3712,-150.0638,35.5176,1543653520.25191,4020,25,2.15,0.5843,-
1386,61.4337,-150.1886,49.9251,1543653752.26683,4035,7,-999.0,0.2396,-
1391,61.3833,-150.1203,1.766,1543653883.73363,4046,8,1.57,0.7932,-
1396,61.29,-150.0107,12.6816,1543653511.86122,4019,20,2.23,0.6845,-
1397,61.5028,-150.0768,33.8089,1543654042.7743,4060,11,1.73,0.8547,-
1406,61.3815,-149.8836,0.0484,1543653960.53815,4054,18,2.33,0.7167,-
1442,61.3989,-150.117,35.9299,1543656336.98746,4203,19,3.02,0.8355,-
1444,61.4384,-150.121,35.8955,1543656713.98524,4216,18,1.63,0.5187,-
1446,61.4842,-149.9056,30.0,1543656672.74926,4218,7,1.51,-1.0,-
1450,61.4855,-149.9042,0.749,1543656993.13151,4241,7,1.87,0.2148,-
1454,61.5302,-149.3181,37.6212,1543657083.10578,4248,8,1.48,1.545,-
1459,61.4263,-149.7478,0.1372,1543657359.72192,4260,9,2.7,0.7619,-
1461,61.4018,-150.1006,35.1134,1543657010.75917,4262,6,1.78,0.5929,-
1464,61.3837,-149.511,38.8311,1543657365.12155,4265,13,2.66,0.8909,-
1468,61.3784,-150.129,34.4256,1543657567.08316,4280,7,-999.0,0.3704,-
1484,61.4276,-150.1221,0.2171,1543658338.87064,4329,8,-999.0,0.5427,-
1488,61.3717,-150.0456,13.941,1543657936.48897,4301,16,1.71,0.7256,-
1493,61.4771,-150.1101,8.3736,1543658782.92494,4344,23,2.32,1.0411,-
1503,61.436,-150.106,20.422,1543659432.98823,4380,7,-999.0,0.5708,-
1510,61.4972,-150.2997,99.9672,1543659366.03573,4376,8,1.77,1.4503,-
1523,61.4407,-150.0023,67.4102,1543660613.80752,4441,8,-999.0,0.0847,-
1525,61.3545,-150.0739,0.0346,1543660054.53745,4422,10,2.48,0.8386,-
1534,61.4923,-149.917,0.0211,1543660394.9649,4479,7,1.99,0.942,-
1537,61.3698,-150.0595,16.265,1543661073.57804,4477,65,2.45,0.6644,-
1552,61.185,-149.9277,23.636,1543661795.57552,4541,22,1.73,0.9595,-
1554,61.3498,-150.1447,30.3418,1543661892.29766,4545,7,-999.0,1.0358,-
1557,61.4186,-150.0864,35.1529,1543662162.45397,4551,21,1.66,0.837,-
1559,61.5397,-149.8756,35.1533,1543662244.69013,4559,12,-999.0,0.8672,-
1565,61.5159,-149.9421,34.0776,1543662003.5268,4572,5,1.8,0.3675,-
1574,61.4686,-149.962,34.9353,1543662872.67761,4603,5,2.3,0.2765,-
1593,61.4737,-149.9262,33.7482,1543664255.18442,4656,17,1.94,0.5364,-
1594,61.3923,-150.0867,10.9956,1543664035.36715,4660,7,2.05,0.8198,-
1600,61.4219,-150.0495,34.7676,1543664378.29002,4671,11,1.9,0.4855,-
1609,61.2281,-149.6667,77.0603,1543664925.99996,4694,7,-999.0,0.3351,-
1611,61.4421,-150.0951,35.8422,1543665087.25227,4699,10,1.42,0.459,-
1629,61.3916,-150.1004,13.6272,1543666111.74925,4750,48,2.66,0.7576,-
1631,61.313,-149.9055,0.3886,1543666056.54598,4748,10,2.43,0.7896,-
1635,61.5466,-149.8734,59.5626,1543666647.96367,4770,8,-999.0,1.0204,-
1637,61.4255,-150.3745,35.4962,1543666501.22052,4759,15,2.0,0.8455,-
1642,61.1918,-149.9218,41.5179,1543666827.90629,4782,9,1.39,0.7675,-
1646,61.5088,-149.9059,33.1323,1543667241.64396,4797,11,1.88,0.5041,-
1654,61.2677,-149.9837,13.7618,1543667078.99372,4789,35,2.33,0.6059,-
1657,61.1588,-150.1658,99.9111,1543667953.64036,4830,6,1.48,1.0889,-
1668,61.4187,-150.0589,25.8883,1543668243.97216,4844,8,1.82,0.3411,-
1671,61.4034,-150.2479,35.7507,1543668622.05735,4862,8,2.06,0.9995,-
1674,61.3854,-150.1106,27.6413,1543668794.2395,4869,6,1.76,0.1896,-
1679,61.4999,-149.904,38.1222,1543669173.34331,4881,12,2.57,0.7546,-
1683,61.2478,-150.0851,40.6695,1543669486.51111,4891,10,2.62,0.6975,-
1695,61.3759,-150.1067,32.9741,1543670095.81537,4929,11,-999.0,0.9533,-
1698,61.3851,-149.9178,65.3334,1543670200.36954,4935,14,1.67,0.9083,-
1703,61.3376,-150.0281,41.1623,1543670643.33298,4953,6,1.46,0.1009,-
1704,61.3434,-150.0454,0.0,1543669963.5226,4954,16,2.58,0.5195,-
1731,61.1821,-150.3099,5.2348,1543672172.75303,5022,12,2.04,0.9505,-
1737,61.4661,-149.8523,35.7815,1543671994.98904,5015,10,-999.0,0.923,-
1743,61.5486,-149.6933,26.3345,1543672843.92313,5056,8,1.59,0.8377,-
1744,61.2581,-150.1615,5.9227,1543672391.43753,5059,9,4.26,0.7264,-
1751,61.434,-150.0571,42.3747,1543673122.48285,5080,7,-999.0,0.3683,-
1762,61.4064,-149.9293,0.161,1543673089.62227,5106,10,2.18,1.2668,-
1764,61.4162,-150.0998,34.4162,1543673863.24339,5109,15,1.49,0.5399,-
1765,61.5011,-149.951,35.0017,1543673923.47753,5110,11,-999.0,0.5144,-
1769,61.3987,-150.1137,36.5544,1543674171.37142,5118,25,1.93,0.6629,-
1772,61.4495,-149.883,59.1403,1543674391.66798,5127,4,-999.0,0.0142,-
1784,61.4409,-149.6367,6.5226,1543675168.7255,5152,9,2.18,0.7836,-
1787,61.5687,-150.011,100.0,1543675324.328,5162,4,1.52,1.1782,-
1789,61.524,-149.9178,35.3667,1543675227.25334,5160,9,1.79,0.6689,-
1797,61.4244,-149.2183,26.8149,1543675933.49666,5192,7,1.56,1.0519,-
1807,61.3602,-150.0511,24.5002,1543676345.47607,5205,10,1.66,0.4788,-
1812,61.384,-150.1208,39.2718,1543676440.35496,5220,12,-999.0,0.5277,-
1817,61.3256,-150.0629,34.7929,1543676822.56865,5238,12,1.49,0.6105,-
1825,61.3685,-150.1129,34.9815,1543676578.09193,5227,9,-999.0,0.3723,-
1834,61.5533,-150.3929,52.7282,1543677495.11345,5278,7,2.15,0.6891,-
1844,61.5286,-149.9377,42.0195,1543677949.90807,5302,10,1.59,0.6671,-
1848,61.4043,-150.0468,35.3987,1543678328.85047,5331,13,1.73,0.4995,-
1852,61.4787,-149.932,99.9857,1543678531.96842,5342,6,-999.0,0.4275,-
1853,61.4904,-149.9571,99.9998,1543678534.29495,5340,14,1.66,1.611,-
1855,61.4499,-149.903,100.0,1543678793.28324,5349,4,-999.0,0.0762,-
1857,61.5109,-149.8537,21.5958,1543678799.48585,5353,11,-999.0,0.9414,-
1865,61.3856,-150.1128,33.2224,1543679373.24478,5386,14,2.0,0.5843,-
1866,61.5639,-150.1541,35.1897,1543679457.29606,5389,8,1.61,0.6428,-
1868,61.4997,-149.9814,35.3814,1543679624.16202,5392,6,-999.0,0.3143,-
1871,61.4498,-149.9,32.2372,1543679686.10551,5397,13,1.61,0.4337,-
1877,61.5671,-150.3354,27.7697,1543680022.84498,5418,12,-999.0,0.5758,-
1892,61.4572,-149.8957,36.221,1543680691.38884,5473,10,1.51,0.5172,-
1894,61.4325,-149.9138,33.7581,1543680995.85075,5479,9,-999.0,0.4149,-
1896,61.4222,-150.0725,35.1607,1543681150.87482,5486,12,-999.0,0.3021,-
1907,61.0437,-149.6303,18.415,1543681725.90802,5518,13,2.36,1.5992,-
1913,61.3274,-150.1964,44.7488,1543682114.69319,5535,8,1.26,0.6386,-
1921,61.4867,-149.9342,35.921,1543682998.55634,5580,14,1.62,0.7003,-
1922,61.2691,-149.9677,39.4353,1543683045.11603,5584,15,1.6,0.5057,-
1923,61.5265,-149.9822,49.4356,1543683205.89737,5591,4,-999.0,0.0497,-
1926,61.51,-149.9164,0.0705,1543682687.36062,5595,33,3.13,0.6631,-
1927,61.5014,-149.914,43.9698,1543683028.27505,5586,8,-999.0,0.4627,-
1928,61.3111,-149.9173,25.1516,1543683322.4156,5598,6,-999.0,0.3752,-
1935,61.3217,-149.2022,97.2976,1543683447.85599,5612,4,-999.0,0.7632,-
1943,61.3881,-150.12,0.0932,1543684022.25192,5625,8,1.39,1.321,-
1951,61.0642,-149.8028,13.3436,1543684329.78744,5644,8,2.45,2.5616,-
1953,61.483,-149.9172,34.6228,1543684658.50601,5646,23,1.79,0.8124,-
1959,61.5174,-149.9214,18.8205,1543685039.02534,5669,13,-999.0,0.8661,-
1961,61.4592,-150.0887,35.2696,1543685075.92928,5668,18,1.62,0.5261,-
1963,61.4944,-149.7831,30.6983,1543685137.4802,5672,12,1.8,1.5025,-
1971,61.5488,-149.8799,4.1221,1543685373.0655,5678,10,2.01,0.9019,-
