,lat,lon,depth,time,evid,nass,ml,sdobs,etype,matchid
74,61.4135,-150.0502,36.6279,1543604829.43303,743,22,3.47,0.5371,-,74
75,61.3935,-149.9556,45.6169,1543604993.23583,761,19,2.3,0.5632,-,75
76,61.4648,-150.1876,28.132,1543605035.39481,769,19,2.45,0.6155,-,76
77,61.3995,-150.1215,40.8789,1543605123.53701,774,14,2.79,0.4878,-,77
78,61.4565,-149.7255,35.7531,1543605153.90731,775,67,3.08,0.7401,-,78
79,61.4075,-149.9256,25.596,1543605174.95905,788,8,2.96,1.0897,-,79
80,61.4019,-150.0635,34.8556,1543605290.92806,781,54,2.6,0.587,-,80
81,61.3203,-150.1221,33.1887,1543605350.9703,784,26,2.95,0.8382,-,81
82,61.4212,-150.0854,38.4834,1543605416.68945,787,27,2.56,0.5638,-,82
83,61.3924,-150.0743,35.208,1543605467.22329,793,42,3.07,0.6515,-,83
84,61.386,-150.0311,23.7118,1543605553.12514,800,21,2.82,0.7009,-,84
85,61.4712,-149.9195,38.0672,1543605620.93402,803,55,3.71,0.7531,-,85
86,61.4702,-149.9148,36.0756,1543605772.86739,814,69,3.15,0.774,-,86
87,61.376,-150.0864,44.7903,1543605863.15927,826,10,2.09,0.1916,-,87
88,61.4656,-149.9051,33.9983,1543605905.73717,827,12,3.18,0.4952,-,88
89,61.4062,-149.967,34.8808,1543605923.9866,830,43,-999.0,0.6482,-,89
90,61.3578,-149.9587,35.5636,1543605989.2023,838,88,4.88,0.7256,-,90
91,61.3632,-149.6986,32.619,1543606092.23021,850,57,4.4,0.6377,-,91
92,61.4897,-150.0807,25.9652,1543606266.02492,866,58,3.68,0.6856,-,92
93,61.3124,-150.0672,35.3242,1543606381.47269,872,65,3.11,0.6807,-,93
94,61.4365,-149.8782,33.1463,1543606444.72789,878,12,2.59,0.1954,-,94
95,61.4876,-149.9351,26.6066,1543606608.27687,888,41,2.64,0.878,-,95
96,61.4815,-150.1091,38.1956,1543606696.30309,900,18,2.23,0.6181,-,96
97,61.3743,-149.9835,35.4691,1543606753.758,903,93,3.61,0.7504,-,97
98,61.4061,-150.1282,38.6531,1543606805.75396,916,10,2.94,0.5148,-,98
99,61.3561,-150.0668,34.6547,1543606966.92397,918,96,4.02,0.6489,-,99
100,61.4072,-150.0583,34.9959,1543607030.33427,927,22,3.13,0.518,-,100
101,61.3622,-149.796,56.6956,1543607226.69707,934,9,2.1,0.7712,-,101
102,61.406,-150.0587,35.1533,1543607314.25255,937,29,2.37,0.5056,-,102
103,61.4149,-150.1016,34.8584,1543607395.80861,939,78,3.44,0.7869,-,103
104,61.4494,-150.0938,29.9985,1543607413.34269,943,16,3.4,1.0007,-,104
105,61.4924,-149.6689,48.3049,1543607491.87098,953,52,3.05,0.5967,-,105
106,61.462,-149.8967,30.9197,1543607648.482,965,33,3.06,0.6357,-,106
107,61.2567,-149.9637,35.5379,1543607661.72411,970,28,3.05,0.5997,-,107
108,61.3654,-150.058,35.1066,1543607730.11664,977,69,3.33,0.7049,-,108
109,61.4357,-149.8839,33.4233,1543607785.21853,986,38,3.32,0.6136,-,109
110,61.3908,-150.0539,34.4872,1543607822.39249,987,8,2.88,0.4481,-,110
111,61.4514,-149.8978,31.1984,1543607908.41256,994,45,2.83,0.7707,-,111
112,61.4892,-149.9166,29.6392,1543607977.49372,997,36,2.94,0.7966,-,112
113,61.3368,-149.9448,18.1049,1543608058.74654,1006,35,2.85,0.8391,-,113
114,61.445,-149.9408,35.0132,1543608107.82189,1014,29,3.01,0.6213,-,114
115,61.3948,-149.9961,34.9906,1543608140.37761,1016,12,-999.0,0.5487,-,115
116,61.4547,-149.9395,34.6785,1543608162.36956,1018,38,3.18,0.646,-,116
117,61.3481,-150.0848,48.752,1543608189.93905,1021,7,-999.0,0.3077,-,117
118,61.318,-150.0728,34.6672,1543608254.31154,1023,36,2.75,0.8627,-,118
119,61.3715,-150.0869,19.7017,1543608346.22468,1038,30,2.82,0.6521,-,119
120,61.4601,-149.9429,35.0736,1543608430.7046,1042,24,3.63,0.8454,-,120
121,61.4655,-150.0352,35.0714,1543608544.66279,1051,14,2.49,0.3484,-,121
122,61.429,-150.0805,35.0741,1543608639.29834,1055,65,3.57,0.54,-,122
123,61.4886,-149.919,34.9815,1543608778.21476,1071,36,2.61,0.7425,-,123
124,61.4876,-149.9095,34.8714,1543608798.73083,1073,17,2.69,0.8842,-,124
125,61.5306,-149.9286,37.826,1543608892.49136,1075,57,2.66,1.1111,-,125
126,61.5297,-150.0616,39.921,1543608927.88086,1081,10,-999.0,0.5182,-,126
127,61.3886,-150.0281,33.2799,1543608998.33372,1086,43,2.85,0.5583,-,127
128,61.5122,-150.1124,35.7838,1543609108.93394,1091,11,2.24,0.5202,-,128
129,61.472,-149.9524,37.1835,1543609283.02771,1094,21,1.9,0.7896,-,129
130,61.4527,-150.0684,47.2269,1543609316.92565,1101,7,1.76,0.1466,-,130
131,61.5248,-149.955,34.8687,1543609352.48498,1098,11,1.88,0.7721,-,131
132,61.3933,-150.0959,24.7665,1543609437.78691,1104,41,2.15,0.906,-,132
133,61.3951,-149.8673,35.911,1543609472.16568,1108,24,3.09,0.6322,-,133
134,61.4708,-149.9174,35.398,1543609506.24381,1111,88,3.7,0.8074,-,134
135,61.3834,-150.1087,23.2458,1543609614.04282,1118,110,5.2,0.704,-,135
136,61.3949,-150.1108,35.4846,1543609679.21989,1125,25,4.62,0.5647,-,136
137,61.3762,-150.1113,34.6498,1543609762.03201,1129,23,3.58,0.6206,-,137
138,61.5331,-150.064,34.7045,1543609889.57438,1132,7,-999.0,0.1538,-,138
139,61.4291,-150.0783,34.6888,1543609949.43754,1134,26,2.45,0.582,-,139
140,61.4046,-150.0857,34.623,1543609991.01861,1135,11,2.28,0.5832,-,140
141,61.5079,-149.8946,34.5423,1543610023.41322,1137,49,2.78,0.6998,-,141
142,61.3841,-150.118,25.6595,1543610075.92137,1138,66,3.1,0.8944,-,142
143,61.4482,-150.0597,34.8859,1543610138.00742,1147,13,2.57,0.2766,-,143
144,61.4503,-149.8744,32.3125,1543610253.37395,1153,29,2.51,0.6132,-,144
145,61.393,-150.1223,34.4961,1543610386.45759,1161,26,-999.0,0.698,-,145
146,61.3778,-149.8765,43.4907,1543610456.46141,1165,68,3.85,0.4139,-,146
147,61.4114,-150.1264,38.17,1543610568.73189,1177,15,2.41,0.6327,-,147
148,61.384,-150.0881,35.337,1543610632.40279,1184,24,2.23,0.6812,-,148
149,61.3614,-150.335,21.142,1543610683.96085,1185,11,2.37,0.9205,-,149
150,61.3699,-150.018,34.6771,1543610718.26866,1186,47,3.03,0.5842,-,150
151,61.4954,-149.9342,34.8073,1543610782.97849,1192,53,2.89,1.0236,-,151
