,lat,lon,depth,time,evid,nass,ml,sdobs,etype,Annotations
462,60.2484,-140.4142,56.5615,1665039585,1480,5,-999,1.6878,D,duplicate of MATCHED evid #1479
464,60.9576,-139.5871,11.5417,1665040056,1482,5,2.42,0.5023,D,duplicate of MATCHED evid #1481
465,61.1706,-139.7164,2.7153,1665041469,1484,20,2.72,0.9635,-,earthquake
467,60.5231,-143.001,9.5389,1665054211,1488,9,-999,0.3558,-,earthquake
468,60.1904,-141.1709,19.8599,1665058533,1489,13,-999,0.5306,-,earthquake
470,60.7519,-140.49,30.5378,1665065697,1491,5,-999,0.1211,-,earthquake
471,61.409,-139.5979,0.0213,1665072603,1492,13,1.8,0.7783,-,earthquake
472,60.1378,-140.892,20.6365,1665073006,1493,8,-999,0.1056,-,earthquake
473,60.8436,-144.6055,15.593,1665075545,1494,7,1.68,0.7666,-,"regional earthquake, P-only location"
475,60.4794,-143.9583,15.0216,1665081222,1496,6,-999,0.2839,-,earthquake (small)
476,61.1721,-139.9189,0.0791,1665083767,1497,15,1.64,1.042,-,earthquake
477,59.6417,-142.1458,99.9331,1665084041,1499,9,-999,5.4182,-,"earthquake (small, high residuals)"
478,60.929,-144.6265,26.6589,1665084672,1500,15,3.54,1.174,D,duplicate of MACTEHD evid #1503
479,61.2464,-143.6684,6.1649,1665084680,1501,4,3.69,0.2904,D,duplicate of MATCHED evid #1503
481,60.6545,-143.3686,57.3908,1665084674,1502,5,2.98,0.4544,D,duplicate of MACTHED evid #1503
482,61.1073,-144.2539,100,1665089015,1505,14,4.28,1.3125,D,duplicate of MACTHED evid #1505 or #1506
488,61.0349,-139.5429,25.228,1665111678,1512,6,-999,0.8357,D,duplicate of MATCHED evid #1511
489,60.5397,-144.678,28.019,1665112794,1513,12,-999,0.5363,D,duplicate of MACTHED evid #1514
491,60.1779,-141.0024,17.4082,1665122390,1516,13,0.68,0.3961,-,earthquake
492,60.0596,-141.1398,7.6921,1665124091,1517,9,0.61,0.7521,-,earthquake
493,60.7311,-142.977,6.6472,1665125915,1518,5,1.9,0.6482,-,earthquake (small)
494,60.6647,-142.3782,19.002,1665129704,1519,7,0.73,1.8187,hf_G,high frequency glacial event
495,61.2106,-141.5829,28.6921,1665134015,1520,6,-999,0.4436,-,earthquake
497,60.3216,-139.7421,34.5826,1665137166,1522,10,1.45,3.1422,lf_G,low frequency glacial event
498,61.2015,-143.0526,34.998,1665139221,1523,5,1.2,0.3991,-,earthquake (noisy)
499,60.1725,-141.3102,0.0951,1665140716,1524,7,0.76,0.7372,lf_G,low frequency glacial event
500,60.3883,-140.7581,16.2382,1665142207,1525,12,-999,0.199,-,earthquake
501,60.9809,-141.3684,33.2974,1665143764,1526,28,1.75,4.2387,-,earthquake
503,60.4045,-140.8099,15.8162,1665144643,1528,9,0.67,0.3755,-,earthquake
504,61.1096,-141.1657,31.1444,1665145414,1529,18,1.31,3.2236,-,earthquake
505,60.0843,-141.5294,0.6697,1665154967,1530,8,-999,0.7868,-,earthquake (small)
506,60.3334,-141.8192,1.3653,1665163425,1531,6,0.91,1.2245,lf_G,low frequency glacial event
507,60.3173,-140.0092,9.4348,1665166094,1532,9,1.12,0.5908,-,earthquake
508,60.2073,-141.1984,0.5493,1665174937,1533,5,-999,0.4848,hf_G,high frequency glacial event
509,60.3866,-141.3751,25.1213,1665175653,1534,6,-999,0.5191,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
510,60.2115,-141.2186,18.6036,1665181730,1535,10,0.52,0.4589,-,earthquake
511,60.1886,-141.4973,10,1665193284,1536,6,-999,-1,-,earthquake
513,60.6706,-143.4132,11.3423,1665195340,1538,5,-999,0.46,D,duplicate of evid #1537
515,60.0752,-139.5326,8.856,1665232942,1540,6,-999,0.739,-,earthquake
516,60.5439,-143.1945,5.3295,1665247584,1541,8,1.37,0.3586,-,earthquake
517,60.4857,-143.136,10.8668,1665249871,1542,13,0.97,0.7224,-,earthquake
518,60.3771,-140.6685,99.9745,1665273336,1543,10,-999,3.8765,-,earthquake
519,60.1949,-140.9535,18.1411,1665273415,1544,15,1.15,0.5713,-,earthquake
520,60.4331,-141.8534,8.5709,1665286725,1545,5,2.9,0.3145,-,"regional earthquake, P-only location"
521,60.0652,-141.6089,19.2568,1665361722,1546,12,1.46,1.5288,-,earthquake
522,60.3458,-144.5,27.0531,1665366788,1547,9,2.53,0.8135,-,"farther regional earthquake, P-only location"
523,60.476,-143.2069,14.7231,1665370893,1548,10,0.88,0.4071,-,earthquake
524,60.4595,-142.956,0,1665374158,1549,7,0.98,0.424,-,earthquake
525,60.6133,-143.0227,13.2639,1665376072,1550,8,-999,0.2563,-,earthquake
527,60.1309,-141.0947,36.6787,1665384534,1552,6,-999,0.1826,-,earthquake (small)
528,61.1445,-140.9648,0,1665395172,1553,17,1.93,0.9091,-,earthquake
529,60.9721,-141.4221,0.744,1665395183,1554,5,-999,0.4318,D,duplicate of evid #1553
530,60.0711,-140.5621,2.5771,1665399738,1555,9,1.55,0.4155,-,earthquake
531,60.4264,-143.025,0.0213,1665409825,1556,8,0.74,0.4196,-,"earthquake (follows very similar, unlocated event)"
535,60.3171,-140.0098,27.7598,1665418681,1560,8,1.54,0.512,-,earthquake
538,60.1279,-140.1503,10.6493,1665435675,1564,13,-999,0.9115,-,earthquake (noisy)
539,60.8582,-144.6054,17.7586,1665444944,1565,6,-999,0.8629,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
540,60.8272,-142.9209,20.4478,1665444952,1566,4,-999,0.0593,D,duplicate of evid #1565
541,60.3202,-140.6358,30,1665445731,1567,13,2.24,-1,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
542,60.4894,-140.5845,42.9266,1665446398,1568,5,-999,0.777,n,impulsive signals combined together
543,60.6305,-144.7264,23.4826,1665454596,1569,14,2.43,0.7989,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
544,60.5383,-142.4681,30.6694,1665454604,1570,8,2.44,0.588,D,duplicate of evid #1569
549,60.3426,-141.4261,15.8127,1665475532,1576,4,-999,1.1419,D,duplicate of MATCHED evid #1575
552,59.9748,-140.5491,9.944,1665489026,1579,8,-999,0.9192,-,earthquake
554,60.1949,-140.2955,20.9563,1665491626,1581,15,1.86,1.2999,-,earthquake
558,59.2661,-143.1268,24.3981,1665527071,1586,5,3.24,2.0699,D,duplicate of MATCHED evid #1585
559,60.3443,-141.2895,1.9538,1665527543,1587,11,0.52,1.7446,-,earthquake
561,61.1442,-144.6876,39.9178,1665534093,1589,15,2.5,0.8358,D,duplicate of MATCHED evid #1590
563,60.58,-144.4514,2.2727,1665536588,1592,10,0.86,0.6739,-,earthquake
564,60.1875,-141.304,4.9666,1665538471,1593,7,0.9,0.8187,lf_G,low frequency glacial event
565,60.6249,-144.6301,2.2635,1665544119,1594,9,1.52,8.8147,-,earthquake
566,59.9599,-139.38,4.1876,1665554781,1595,7,1.81,1.2545,lf_G,low frequency glacial event
567,60.326,-144.8654,38.4009,1665563788,1596,14,2.09,0.8105,-,"regional earthquake, P-only location"
568,60.215,-141.2882,0,1665566660,1597,8,0.8,0.8445,lf_G,low frequency glacial event
571,60.9149,-144.7857,20.1937,1665573205,1600,5,1.93,0.3135,D,duplicate of MATCHED evid #1599
572,60.524,-144.6798,25.2659,1665578234,1601,17,1.9,0.6493,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
573,60.2758,-142.9057,2.2337,1665578244,1602,6,1.59,0.3292,D,duplicate of evid #1601
576,60.301,-141.4635,13.9645,1665621033,1605,7,-999,0.5401,D,duplicate of evid #1601
577,60.5344,-144.067,0.5909,1665676744,1606,13,1.52,1.5032,-,earthquake
578,61.2462,-141.3577,0.4962,1665685535,1607,13,1.72,2.0115,-,earthquake
580,60.9747,-141.3653,42.9721,1665690612,1609,10,1.45,3.6973,-,earthquake
582,60.3234,-143.2893,0.4664,1665695298,1612,12,1.36,0.8294,-,earthquake
583,60.1755,-143.316,100,1665700335,1613,9,2.18,1.2258,nT,teleseismic signal (P-only location)
585,60.8977,-141.4326,34.2122,1665722900,1615,12,1.46,4.8001,-,earthquake (high residual location)
586,60.0224,-141.2995,32.0219,1665728983,1616,14,1.57,1.6806,-,earthquake
587,60.0903,-141.4167,25.3059,1665732179,1617,20,1.63,1.9609,-,earthquake
588,59.8832,-141.3956,22.7979,1665732525,1618,11,1.51,0.6625,-,earthquake
589,60.3341,-143.6815,12.6215,1665735163,1620,5,-999,0.986,n,"""phantom event"" on regional signal — Sn/Sg phase arrivals"
590,60.2092,-144.9361,4.0851,1665735169,1621,5,-999,0.7908,D,duplicate of evid #1620
591,59.3347,-140.3934,14.5432,1665740562,1622,4,-999,2.4025,n,impulsive signals combined together
593,60.4619,-144.4455,30.6063,1665752624,1624,11,2.59,0.57,-,"regional earthquake, P-only location"
597,59.738,-144.3814,99.8406,1665760008,1628,11,1.66,5.9892,D,duplicate of MACTHED evid #1627
599,60.3041,-143.2854,0.4665,1665777973,1630,7,-999,0.5002,-,"earthquake (small, in coda of preceeding event)"
600,59.8722,-142.5565,20.1985,1665779941,1631,4,1.68,0.2166,lf_G,low frequency glacial event
602,60.2918,-141.4779,15.6394,1665781858,1633,7,-999,0.4066,-,earthquake
603,60.3732,-141.438,0.0306,1665781916,1635,9,-999,0.6861,-,earthquake
604,60.1172,-140.9392,18.2532,1665798351,1637,8,0.77,0.4096,-,earthquake
605,60.4401,-143.479,0.5679,1665803064,1638,10,0.52,0.8733,-,earthquake
606,60.3901,-143.8193,8.0019,1665803577,1639,7,0.84,1.01,-,earthquake
608,60.4603,-143.6721,16.117,1665810728,1641,12,0.91,0.4074,-,earthquake
610,60.4022,-144.517,16.3456,1665816781,1643,5,1.96,0.2696,-,"regional earthquake, P-only location"
613,60.4241,-141.0174,7.7839,1665819056,1646,7,-999,0.5693,-,earthquake (small)
614,60.0824,-141.2568,27.913,1665820281,1647,6,-999,1.5438,-,earthquake
616,60.5362,-144.4884,18.8383,1665835721,1649,12,1.83,0.603,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
617,60.5123,-144.8767,25,1665835758,1650,8,2.21,-1,n,"""phantom event"" on regional signal — Sn/Sg phase arrivals"
621,60.3743,-141.4455,0.0539,1665858166,1656,9,-999,0.7532,-,earthquake
622,60.3333,-142.8669,19.0649,1665860312,1657,12,-999,0.76,-,earthquake
623,60.0943,-142.2023,39.6827,1665878395,1658,4,2.08,0.3536,n,impulsive noise
627,59.7826,-141.2823,99.9724,1665959612,1662,8,-999,4.9526,-,"earthquake (small, poor location, deep 100k)"
629,60.7891,-140.9016,3.1115,1665987693,1665,4,3.22,0.053,D,duplicate of MACTHED evid #1664
632,60.6454,-144.981,45.1241,1665993901,1668,5,-999,1.3862,-,"regional earthquake, only one S-arrival"
634,60.4549,-143.0467,18.5395,1666001091,1670,4,-999,0.1183,-,"regional earthquake (noisy, signals in Icy Bay region)"
637,60.3287,-143.6088,0.1229,1666011960,1673,7,0.68,0.5754,-,earthquake (small)
638,59.9567,-143.5902,18.2585,1666017003,1674,7,1.77,1.9121,-,earthquake (small)
639,61.034,-141.5175,30.6096,1666025914,1675,24,1.75,3.987,D,duplicate of MACTHED evid #1676
643,60.6511,-140.9162,0.7386,1666035995,1679,10,1.04,1.4468,-,earthquake
644,59.9627,-141.3662,0.356,1666048381,1681,7,1.96,0.6174,lf_G,low frequency glacial event
645,61.2732,-140.2279,27.7428,1666050177,1682,8,-999,0.7767,-,earthquake
646,60.3181,-143.2922,25,1666052262,1683,4,0.83,-1,-,earthquake
651,60.841,-144.9094,60,1666088700,1690,11,2.62,-1,D,duplicate of MATCHED evid #1691
652,60.5801,-142.804,0.519,1666088713,1692,6,2.04,0.7943,D,duplicate of MATCHED evid #1691
654,60.2007,-141.6827,0.0867,1666104395,1694,6,0.81,0.471,-,earthquake (noisy)
655,60.0032,-140.2796,31.5814,1666116681,1695,7,-999,0.805,-,earthquake (noisy)
656,60.3984,-141.3067,2.1235,1666129259,1696,10,0.68,1.2013,-,earthquake
657,60.6247,-144.4552,41.442,1666145828,1697,6,1.37,0.1942,D,duplicate of MATCHED evid #1698
659,60.759,-144.5765,13.6967,1666152668,1699,7,-999,0.7558,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
660,60.4778,-142.7667,0.3182,1666152674,1700,5,1.77,1.2317,D,duplicate of evid #1699
661,60.4767,-141.0152,0,1666152683,1701,5,-999,1.1003,D,duplicate of evid #1699
664,60.4153,-142.9077,0.2852,1666212848,1705,7,-999,0.2628,-,earthquake
665,60.4511,-143.6626,18.1955,1666215077,1706,14,1.73,0.4154,-,earthquake
666,60.4394,-143.6522,18.8258,1666215218,1707,16,1.41,0.3854,-,earthquake
667,60.8271,-144.7959,25.3396,1666219629,1708,9,2.24,0.3222,-,"regional earthquake, P-only location"
668,60.4788,-142.9708,0.6183,1666234303,1709,8,-999,0.4174,-,earthquake
670,60.3098,-141.8849,25.8672,1666257589,1711,5,-999,0.6089,-,earthquake
671,61.072,-144.9212,62.7821,1666264186,1712,8,1.99,1.0017,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals (S-only location)"
672,60.8996,-144.5589,27.6451,1666265700,1713,14,2.04,1.7402,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
673,60.9424,-143.0634,41.2678,1666265707,1714,7,1.09,1.0365,D,duplicate of evid #1713
674,61.1635,-144.1328,12.4823,1666265734,1715,5,2.05,0.8826,n,"""phantom event"" on regional signal — Sn/Sg phase arrivals"
675,61.4399,-144.9661,17.7082,1666265729,1716,9,2.38,1.5936,D,duplicate of evid #1715
676,60.9847,-144.7965,4.9008,1666265742,1717,7,2.29,0.7739,D,duplicate of evid #1715
679,60.2058,-141.4007,9.3428,1666282389,1720,10,1.42,1.2984,lf_G,low frequency glacial event
680,60.3182,-141.8642,20,1666282918,1721,8,-999,-1,-,earthquake
683,60.8098,-143.3527,33.5275,1666286543,1724,4,1.97,1.0765,D,duplicate of evid #1722 or #1723
684,60.3168,-143.1255,0.5295,1666288311,1725,6,-999,0.7449,-,earthquake
686,60.2589,-140.4437,28.5379,1666315392,1727,4,-999,0.3637,-,earthquake (noisy)
688,60.5486,-141.5903,22.3189,1666337198,1729,9,-999,0.3837,-,earthquake
690,60.8607,-144.7208,24.6182,1666364129,1731,12,2.21,1.3019,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
691,61.2375,-142.7672,16.2015,1666364144,1733,7,2.15,2.3104,n,"""phantom event"" on regional signal — Sn/Sg phase arrivals"
692,61.1224,-144.9422,40.1762,1666364117,1734,5,2.42,0.9238,D,duplicate of evid #1733
693,60.9065,-144.3682,11.8497,1666376150,1735,4,-999,0.0876,-,"regional earthquake, P-only location"
695,60.3801,-140.7873,39.6253,1666381884,1737,15,1.81,2.7681,D,duplicate of evid #1736
696,60.2305,-140.6484,21.3121,1666383827,1738,7,-999,0.2394,-,earthquake (small)
698,59.2585,-142.8477,0.3841,1666385615,1740,6,-999,6.9137,-,"earthquake (small, high residual location)"
699,61.3771,-141.6952,14.9082,1666386399,1741,7,1.6,0.8485,-,earthquake
701,60.7196,-143.9679,57.8494,1666394310,1744,4,-999,0.4069,-,"noisy regional earthquake, P-only location"
703,60.2031,-143.1168,0.4093,1666397782,1746,6,1.16,0.8994,-,earthquake
705,60.1662,-140.2873,16.9892,1666407893,1748,9,1.43,1.2038,-,earthquake
706,60.6329,-142.8851,32.5098,1666409714,1750,7,-999,1.2775,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
709,60.5175,-140.2255,39.6549,1666415021,1753,5,2.25,0.5241,D,duplicate of MATCHED evid #1752
711,60.0741,-141.5277,0.3217,1666422222,1755,8,1.15,0.6494,lf_G,low frequency glacial event
712,60.7759,-142.0503,0.4682,1666424215,1756,9,-999,3.7633,-,earthquake
713,60.6158,-143.7748,42.5472,1666436023,1757,16,1.79,0.7619,D,duplicate of MATCHED evid #1762 (regional event)
714,60.486,-144.2747,33.5411,1666436014,1758,10,2.01,0.8442,D,duplicate of MATCHED evid #1762
715,60.392,-142.6708,4.3035,1666436066,1759,5,1.46,0.4998,D,duplicate of MATCHED evid #1762
716,59.8849,-142.5551,0,1666436059,1761,6,1.72,1.06,D,duplicate of MATCHED evid #1762
718,60.1208,-140.1025,15.1891,1666438152,1763,14,1.72,0.8652,-,earthquake
719,60.3691,-143.3094,5.5121,1666446454,1764,7,0.46,0.6224,-,earthquake (small)
720,59.5546,-144.143,0,1666447673,1765,8,-999,6.9667,-,earthquake (small)
721,60.5317,-141.6169,34.8293,1666462543,1766,18,-999,0.6599,-,earthquake
722,59.992,-141.556,0,1666474750,1767,5,1.2,0.2688,hf_G,high frequency glacial event
725,60.1346,-141.3442,3.3406,1666483751,1770,7,-999,1.0162,-,earthquake
728,59.5159,-144.3503,99.9692,1666496614,1773,11,1.91,7.252,-,"earthquake (poor location, deep 100k)"
732,60.7624,-144.6661,100,1666523347,1777,4,1.93,0.7683,nT,teleseismic signal (P-only location)
733,60.3574,-141.3837,99.9415,1666549395,1778,10,1.22,3.5071,-,earthquake
734,59.9208,-141.3415,12.2912,1666551586,1779,5,1.52,1.9553,-,earthquake (small)
735,60.6945,-144.1122,48.6456,1666553378,1780,6,-999,0.5155,-,earthquake (more regional)
737,59.7762,-141.4271,1.9053,1666560775,1782,6,-999,0.8847,hf_G,high frequency glacial event
739,59.8047,-141.7624,31.4286,1666564223,1784,8,-999,0.5546,-,earthquake
740,60.0394,-139.8905,25.304,1666570935,1785,5,-999,0.8112,-,earthquake (small)
741,60.1036,-140.1251,10.9295,1666571278,1786,10,-999,0.8198,-,earthquake
743,60.2079,-141.6988,14.8732,1666574590,1788,6,1.4,0.3813,-,earthquake
745,60.2755,-141.8407,16.8078,1666586921,1790,9,-999,0.339,-,earthquake
747,60.5342,-140.3738,0.0416,1666592269,1792,4,-999,0.4818,D,duplicate of MATCHED evid #1791
748,59.5422,-143.736,99.7196,1666598559,1793,4,2.98,1.1553,nT,teleseismic signal (P-only location)
750,60.0168,-140.5326,0.0383,1666611016,1796,9,-999,0.7292,-,earthquake
752,60.138,-142.3678,58.6517,1666620494,1800,5,-999,2.9746,-,earthquake (tiny)
755,59.7482,-141.6775,27.5906,1666643260,1805,4,-999,0.3297,lf_G,low frequency glacial event
756,60.1479,-141.7114,16.4103,1666645997,1806,6,1.42,1.3299,lf_G,low frequency glacial event
757,59.8914,-139.4285,31.8483,1666650365,1807,10,1.7,0.3281,hf_G,high frequency glacial event
758,60.2004,-141.3982,0.3213,1666651140,1808,4,0.75,0.6119,-,earthquake (tiny)
760,60.1774,-141.3509,21.4731,1666654267,1810,5,-999,1.3842,-,earthquake (tiny)
763,60.206,-141.4705,26.6217,1666670825,1814,6,-999,0.7502,lf_G,low frequency glacial event
765,59.5065,-143.1209,1.9904,1666697359,1817,5,-999,1.0486,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
767,60.3085,-139.6774,34.6438,1666723032,1819,8,1.49,2.3923,-,earthquake
770,59.3236,-140.8629,99.8376,1666741004,1822,8,2.04,6.1871,-,"earthquake (poor location, deep 100k)"
771,60.2872,-141.4655,25,1666741175,1823,6,0.52,-1,-,earthquake
773,60.2873,-141.4707,0.3778,1666743410,1825,9,-999,0.9615,-,earthquake (several in very quick succession)
776,60.276,-141.4488,22.4097,1666744974,1829,8,-999,0.642,-,earthquake
778,59.7398,-140.4032,99.7121,1666745954,1831,5,-999,3.0696,-,earthquake
779,60.2302,-141.2936,27.2278,1666746090,1832,9,-999,0.9842,-,earthquake
780,60.2958,-141.4497,17.6227,1666746068,1833,8,0.83,0.3067,-,earthquake
781,60.2554,-141.3843,25.1504,1666747734,1834,10,1.16,0.5623,-,earthquake
785,60.0958,-140.7543,19.53,1666750793,1838,5,-999,0.9282,D,duplicate of MATCHED evid #1837
786,60.9265,-141.1679,0.7309,1666750962,1839,6,-999,3.1087,-,earthquake
788,60.4179,-143.9064,0.0281,1666753132,1841,8,1.74,0.2475,-,earthquake
789,60.3674,-143.9039,0.1825,1666753146,1842,8,-999,0.5348,-,earthquake
790,60.1406,-141.3071,11.99,1666753390,1843,5,-999,0.5043,-,earthquake
791,60.1405,-141.3013,11.6845,1666753365,1844,5,1.03,0.5242,-,earthquake
793,60.702,-142.3977,20.8879,1666757134,1846,5,-999,0.5041,-,earthquake
796,60.8841,-143.9821,34.5679,1666761987,1849,4,1.88,0.1533,D,duplicate of MATCHED evid #1848
797,60.2258,-141.21,10.5611,1666767033,1850,7,-999,1.4905,-,earthquake (small)
801,60.1728,-141.2988,15,1666798800,1854,9,-999,-1,-,earthquake
803,60.0655,-139.9217,16.7109,1666844996,1858,11,-999,0.5517,-,earthquake (noisy)
804,60.2213,-141.476,3.5642,1666856815,1859,12,1.52,0.7835,-,earthquake
805,60.1191,-141.1918,18.3662,1666857570,1860,6,-999,0.1452,-,earthquake (noisy)
808,60.249,-141.4673,6.8235,1666871475,1863,12,1.27,0.9789,-,earthquake
812,60.9073,-143.0106,35.9635,1666920617,1869,7,-999,1.197,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
813,60.5018,-142.9869,0.0447,1666943375,1870,8,0.89,0.3486,-,earthquake
814,60.3526,-140.8127,0.3822,1666944830,1871,7,-999,0.57,-,earthquake (small)
815,60.6349,-144.7223,49.572,1666952359,1872,4,-999,0.4314,-,earthquake
816,60.0653,-141.127,15.7218,1666953712,1873,9,1.25,0.6651,-,earthquake
817,60.497,-143.0398,0.3776,1666959816,1874,14,-999,0.4245,-,earthquake
819,61.051,-141.2673,29.1803,1666981641,1877,19,1.84,2.5897,-,earthquake (high residual location)
821,61.2173,-141.5836,22.3058,1666984939,1879,10,2.17,0.9917,D,duplicate of MATCHED evid #1878
822,60.9863,-141.2667,30.5849,1666986651,1880,19,1.49,2.6143,-,earthquake (high residual location)
823,61.2297,-141.2058,13.2717,1666987103,1881,13,1.88,0.8067,-,earthquake
824,60.2986,-141.4666,0,1666991454,1882,11,1.56,0.9301,-,earthquake
825,60.2828,-140.983,16.9036,1666995097,1884,11,1.47,0.3922,-,earthquake
826,60.4627,-142.8865,3.7029,1667019935,1885,13,0.71,0.5672,-,earthquake
827,61.0419,-141.2267,34.4232,1667027985,1886,15,1.74,2.3095,-,earthquake (high residual location)
829,60.2893,-141.4858,0.007,1667064169,1888,12,1.14,0.8897,-,earthquake
835,60.7063,-140.6959,1.6268,1667094056,1896,6,2.8,0.9442,D,duplicate of MATCHED evid #1894
836,60.105,-141.0271,21.2341,1667106241,1897,8,-999,0.293,-,earthquake
840,60.0686,-140.1181,25.6887,1667124651,1901,10,1.94,0.3801,-,"earthquake (small, noisy)"
841,61.1597,-144.6036,99.9718,1667132593,1902,8,2.45,3.3388,-,earthquake (high residual location)
842,61.0469,-144.5879,21.2276,1667136909,1903,8,2.18,1.0063,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
845,61.2732,-144.4638,20.1598,1667151032,1906,16,2.49,2.4854,n,"""phantom event"" on regional signal — Pn/Pg phase arrivals"
848,60.8598,-142.1162,5.0014,1667154150,1910,4,-999,0.441,D,duplicate of MATCHED evid #1909
849,60.0641,-141.5162,0.0131,1667155074,1911,5,-999,0.7644,lf_G,low frequency glacial event
851,61.129,-141.4584,0,1667160663,1913,10,2.06,3.006,-,earthquake (high residual location)
852,59.1178,-141.6231,0,1667161153,1914,15,2.55,7.6945,-,earthquake (high residual location)
853,60.3046,-141.8565,16.708,1667165971,1915,13,-999,0.3255,-,earthquake
854,60.6424,-142.1611,8.1732,1667174224,1916,5,-999,1.1431,hf_G,high frequency glacial event
855,60.112,-139.4886,4.1911,1667178597,1917,5,-999,0.6763,-,"earthquake, S-only location, very noisy signal"
857,60.1877,-141.3254,1.1043,1667181880,1919,10,1.53,1.2318,lf_G,low frequency glacial event
859,61.2973,-140.6115,21.4171,1667211828,1921,5,2.13,1.2024,-,earthquake
862,60.2794,-141.041,48.0069,1667234458,1924,7,-999,0.8213,lf_G,low frequency glacial event
864,60.3208,-139.8081,0.0083,1667240141,1926,5,-999,0.6045,-,"earthquake, very noisy signal"
867,60.4183,-143.0157,0.0297,1667243270,1929,16,-999,0.5652,-,earthquake
868,60.3442,-140.7898,0.0842,1667247542,1930,7,-999,0.8845,-,earthquake (small)
869,60.1587,-141.2987,18.5886,1667250674,1931,9,-999,0.6218,-,earthquake
