,lat,lon,depth,time,evid,nass,ml,sdobs,etype
0,60.223,-141.3613,7.1163,1662014176.13738,954,8,1.26,0.7239,-
1,60.4465,-142.6449,32.3736,1662036174.98747,955,4,-999.0,0.5528,-
2,60.4835,-144.6735,17.8864,1662119034.55558,956,6,2.41,0.3157,-
5,60.2895,-140.8588,16.2145,1662140508.31774,961,7,1.55,0.8201,-
11,60.4776,-144.4291,9.6253,1662255898.67502,968,11,-999.0,1.6033,-
12,60.3872,-142.8734,36.1698,1662255904.11403,969,8,1.23,0.9032,-
13,60.3516,-143.9093,42.1502,1662255890.95875,971,6,1.8,0.957,-
14,60.6152,-143.2119,20.0,1662269690.76189,975,8,1.1,-1.0,-
15,60.7448,-142.8285,32.8554,1662299533.59329,976,5,1.46,0.7298,-
17,60.3169,-142.3091,37.0101,1662343940.93965,978,8,0.87,1.499,-
18,60.4982,-143.0832,4.351,1662351633.81967,979,7,0.54,0.3423,-
19,60.1422,-141.6959,20.6779,1662376129.0472,980,10,0.58,1.8175,-
22,60.4128,-144.6567,25.1102,1662376808.57396,983,6,-999.0,0.479,-
26,61.1294,-144.7228,33.6865,1662390739.13332,987,8,-999.0,0.7075,-
28,60.3272,-139.3204,30.6853,1662413122.20463,989,7,-999.0,1.6462,-
29,59.7079,-141.3171,62.3841,1662413194.71541,990,9,1.29,3.7826,-
30,60.2962,-142.1484,27.3006,1662413966.11593,991,9,1.53,1.5127,-
31,60.3413,-143.6525,13.7249,1662413978.47423,992,4,0.41,0.8934,-
32,60.5602,-143.8466,0.1797,1662414029.87775,993,7,-999.0,0.8009,-
33,60.741,-140.8349,12.8673,1662422676.14584,994,6,1.02,0.6943,-
35,60.1507,-139.8828,4.5799,1662427347.472,996,6,1.82,0.5628,-
36,60.3497,-143.6913,0.7024,1662435259.52146,997,8,-999.0,0.5764,-
37,60.0696,-140.1188,0.6384,1662436806.51236,998,9,0.91,0.6329,-
39,60.4606,-142.4323,0.0098,1662449548.18541,1000,10,1.09,0.767,-
40,60.5951,-141.3647,6.8885,1662451301.60884,1002,15,0.73,0.8764,-
42,60.2918,-140.7913,99.8344,1662451921.41999,1005,8,-999.0,4.0484,-
43,59.4542,-141.7287,47.2348,1662454319.28031,1006,7,2.42,5.2457,-
45,60.3986,-141.6273,0.7784,1662471362.44919,1008,4,1.46,0.2044,-
46,60.2949,-143.1093,0.257,1662475165.43432,1009,7,0.39,0.5326,-
47,61.0153,-141.4058,29.3158,1662475575.97288,1010,9,-999.0,3.9341,-
48,60.3265,-143.0812,0.1476,1662476942.71667,1011,9,0.67,0.8439,-
52,61.4802,-141.277,4.0003,1662481138.38375,1016,26,2.51,0.8497,-
54,60.4001,-143.6673,3.3066,1662484293.04386,1019,4,1.97,0.0617,-
58,60.2965,-143.0866,1.7825,1662488209.9001,1023,7,0.45,0.8082,-
59,59.7254,-140.4624,25.2555,1662488643.96902,1024,8,1.23,0.6735,-
61,61.3354,-138.5227,99.7721,1662494693.84915,1026,8,1.68,2.6772,-
64,60.2061,-144.9754,33.9486,1662499714.62106,1029,16,1.63,0.8626,-
65,59.4983,-143.1069,1.3964,1662499748.17172,1030,6,1.92,0.9378,-
66,60.5716,-142.603,40.2486,1662499722.23936,1032,6,-999.0,0.7299,-
67,60.4532,-141.1743,1.1206,1662515866.6742,1033,10,-999.0,1.2719,-
70,60.5201,-144.9774,16.8441,1662530293.86024,1036,17,1.41,1.3437,-
71,60.3083,-141.4072,0.5406,1662532207.5038,1037,4,0.94,1.1452,-
72,60.3015,-141.6595,1.125,1662532961.68351,1038,9,0.73,0.5242,-
73,60.4694,-143.2017,16.0611,1662533214.82211,1039,12,0.69,0.4225,-
74,60.4064,-141.2565,0.4369,1662536023.14466,1040,11,0.74,1.3349,-
78,60.0998,-139.4666,11.1745,1662541985.85082,1045,7,-999.0,0.2929,-
79,60.422,-143.0718,24.5909,1662544192.11896,1046,12,0.59,0.7503,-
81,60.6369,-143.708,45.7351,1662572675.06248,1049,5,0.9,0.2402,-
82,60.7991,-141.2986,0.0144,1662572692.42418,1050,4,-999.0,0.399,-
85,60.0678,-141.3335,0.4645,1662576425.72545,1053,4,1.3,0.8865,-
86,59.9408,-141.1808,21.9774,1662588224.41779,1054,11,1.28,1.0206,-
88,60.1231,-141.0121,8.0459,1662620947.14951,1056,6,-999.0,0.472,-
89,60.2816,-141.2654,16.6427,1662655233.6792,1057,7,-999.0,0.2247,-
91,60.1755,-141.5488,11.9648,1662695221.7619,1059,5,-999.0,1.0717,-
92,60.5169,-141.8341,0.0019,1662695231.04797,1060,4,-999.0,0.3196,-
97,59.9247,-139.7729,7.1037,1662812664.0151,1067,16,2.12,1.3126,-
99,60.8643,-139.8282,0.0291,1662813039.63064,1069,4,2.04,0.0812,-
100,60.0718,-141.6881,1.1082,1662818042.79197,1070,6,0.94,1.1046,-
102,60.233,-141.4777,1.1,1662842129.11488,1072,13,1.36,2.2656,-
103,60.998,-144.5607,30.0,1662845671.10691,1073,4,1.64,-1.0,-
104,60.2217,-141.7066,0.0316,1662875521.52913,1074,7,0.55,1.933,-
106,60.044,-140.3044,0.6188,1662901834.76742,1076,11,1.16,1.2894,-
109,60.1575,-141.7987,9.1408,1662926056.41352,1079,11,1.01,1.4082,-
111,60.3398,-143.1336,0.0,1662937241.94674,1081,8,0.78,0.7493,-
114,60.3504,-141.0719,61.1942,1662957301.27432,1084,5,0.46,1.0918,-
115,59.8403,-142.0699,99.8541,1662996632.43555,1085,12,1.25,4.2759,-
116,59.9962,-141.9487,0.1179,1663003896.99772,1086,6,1.27,0.9821,-
117,60.293,-143.0959,19.2381,1663008499.07146,1087,10,2.31,0.8515,-
118,60.5017,-142.6702,45.3033,1663008495.36522,1088,7,2.14,0.9994,-
121,60.7972,-144.3563,0.6396,1663080749.59224,1094,5,-999.0,0.4799,-
124,60.8962,-144.2197,0.4266,1663112544.29962,1097,5,2.23,0.2492,-
125,60.4441,-143.6597,9.3651,1663131078.42168,1098,11,0.94,0.6852,-
127,60.1839,-141.3991,0.5527,1663174281.67792,1100,7,-999.0,0.9025,-
129,60.7628,-143.2477,18.379,1663181099.44725,1102,12,1.15,0.9381,-
130,59.724,-138.541,5.3766,1663185946.03714,1103,7,-999.0,1.2523,-
131,61.0123,-144.6297,29.2084,1663191930.24064,1104,10,1.99,1.079,-
132,60.4112,-143.8575,43.1457,1663191938.62853,1105,5,1.08,0.4054,-
133,60.9174,-144.7926,0.048,1663191970.24492,1106,5,2.64,0.6749,-
137,60.0492,-140.7198,0.5893,1663237285.08427,1110,9,-999.0,1.4848,-
138,60.3359,-143.0836,0.5576,1663238274.42088,1111,5,-999.0,0.8218,-
139,60.3824,-143.4215,0.0095,1663247173.38955,1112,8,0.76,0.9298,-
140,60.2674,-141.4657,4.026,1663257180.04946,1113,4,0.64,0.0034,-
141,60.3274,-143.0887,0.2812,1663260559.83433,1114,10,0.44,0.9194,-
142,60.0671,-144.1073,31.4625,1663261581.34794,1115,12,-999.0,1.1201,-
143,59.3818,-143.7153,62.4353,1663261562.7947,1116,6,2.08,0.6537,-
144,60.8471,-140.8663,20.0451,1663261591.74842,1117,4,-999.0,0.287,-
145,59.5392,-142.5734,17.7328,1663262431.91395,1118,10,1.55,0.9514,-
146,60.4664,-143.8718,0.0,1663262484.87402,1119,7,1.17,0.8118,-
147,60.227,-141.3071,13.0555,1663262955.4882,1120,9,0.89,1.2383,-
150,59.9839,-141.0875,0.0,1663273474.20964,1123,6,-999.0,1.2407,-
151,60.4453,-143.0088,7.4052,1663276532.3888,1124,7,-999.0,0.2408,-
152,60.36,-143.6886,0.0645,1663286404.60579,1125,8,-999.0,0.5666,-
153,60.2195,-141.7175,0.0024,1663287856.13885,1126,9,-999.0,0.741,-
154,60.3869,-141.374,0.0439,1663291251.01914,1127,12,0.47,0.9726,-
155,60.1052,-140.6122,0.5342,1663296351.00067,1128,9,0.95,0.9328,-
158,60.3866,-140.1854,28.6726,1663309978.02164,1132,7,-999.0,0.2583,-
163,59.9481,-141.4151,3.7802,1663352827.47867,1137,6,1.46,0.3999,-
166,60.2849,-144.0756,32.6161,1663382717.39439,1140,13,-999.0,0.9424,-
168,60.3135,-143.1321,0.0031,1663386487.36559,1143,6,0.68,0.5276,-
170,60.2897,-143.0892,0.0,1663391413.05084,1145,8,-999.0,0.4961,-
171,59.8906,-140.1655,24.1772,1663395311.93845,1146,7,1.56,1.2225,-
175,60.1088,-140.7314,14.7861,1663409678.40165,1150,8,-999.0,0.2423,-
176,60.1698,-140.3036,20.2398,1663412578.96783,1151,11,-999.0,1.013,-
178,60.2902,-141.0648,33.3259,1663416825.45678,1154,5,1.76,0.2713,-
179,60.6807,-137.8366,0.0107,1663420039.48095,1155,7,-999.0,0.8282,-
180,59.7102,-144.6884,77.2807,1663422264.36668,1156,14,1.91,0.8008,-
182,61.2727,-141.135,25.0,1663424142.78388,1160,5,-999.0,-1.0,-
183,60.1733,-141.5303,15.7824,1663428924.06234,1161,6,-999.0,1.801,-
185,60.2836,-141.5891,11.2819,1663444865.03464,1163,8,1.09,1.9531,-
186,60.124,-140.8083,12.8901,1663449146.15156,1164,5,-999.0,0.8498,-
188,60.3577,-142.2353,5.1562,1663458891.352,1166,11,0.92,0.8749,-
190,60.6189,-143.8795,0.158,1663465501.50052,1168,7,1.22,1.5267,-
193,60.2055,-141.3332,0.6336,1663499808.99188,1171,10,0.75,0.9475,-
194,60.3256,-143.5406,0.0713,1663503097.66497,1172,9,0.42,0.5444,-
196,59.5674,-141.2337,39.4179,1663506521.2836,1174,7,-999.0,3.9475,-
198,59.7603,-141.427,28.5597,1663511573.45534,1176,6,1.21,1.5164,-
199,59.8681,-141.5535,18.4172,1663516360.84783,1177,9,1.06,0.8554,-
200,59.9341,-141.5262,99.9984,1663533719.93787,1178,8,0.94,4.4137,-
201,59.8109,-141.1161,19.292,1663534465.54173,1179,18,1.61,1.3501,-
202,60.9199,-143.1132,0.3349,1663542701.77262,1181,5,-999.0,0.9581,-
203,60.3676,-139.8337,7.4028,1663549157.89004,1182,12,1.25,1.0981,-
204,60.4844,-141.4011,20.0,1663549856.00362,1183,10,-999.0,-1.0,-
205,60.2457,-141.0755,20.0513,1663554379.64006,1184,4,0.52,0.2684,-
206,60.431,-143.4419,0.0408,1663556097.65968,1185,10,0.84,0.6683,-
207,60.4152,-142.6286,34.643,1663571799.59426,1186,6,1.66,1.3534,-
208,60.9102,-141.6758,40.0,1663576088.45531,1187,7,1.19,-1.0,-
209,61.0785,-143.4898,31.8913,1663580536.48241,1188,12,1.41,1.0116,-
210,60.6264,-142.9377,3.6855,1663584685.4171,1189,7,-999.0,0.4587,-
211,60.3185,-143.3919,0.0,1663598490.20232,1190,12,0.86,0.8,-
212,60.3864,-142.9401,1.3773,1663602594.95052,1191,12,-999.0,0.4854,-
213,60.186,-141.3287,0.2695,1663602640.16194,1193,10,0.5,1.0191,-
215,60.6447,-143.3163,32.2011,1663610967.39193,1195,6,0.93,0.8314,-
217,59.9489,-142.3964,29.7141,1663617879.65896,1197,7,2.52,0.8794,-
218,61.2297,-143.6331,30.9878,1663617915.30523,1198,4,2.36,0.054,-
219,60.7451,-144.3796,3.009,1663617926.20344,1199,6,1.81,0.7723,-
220,60.9615,-143.8645,99.9536,1663622344.25097,1200,10,1.4,4.8134,-
222,60.6562,-143.2586,29.8576,1663634310.49335,1204,4,-999.0,0.1118,-
223,60.1802,-141.5351,12.2949,1663642661.98235,1205,10,-999.0,0.7228,-
224,60.4331,-143.2644,19.1122,1663658635.56885,1207,12,1.02,0.2079,-
226,60.2675,-141.9138,19.8936,1663666325.90779,1209,6,-999.0,0.4131,-
228,60.5089,-143.0291,17.9853,1663698579.31943,1211,7,1.16,0.4119,-
234,60.6744,-144.8256,10.5417,1663733008.7233,1218,5,-999.0,1.5426,-
237,61.3098,-140.9403,8.0476,1663747995.94526,1222,7,3.52,0.8104,-
238,60.1505,-140.8047,29.7609,1663776152.51041,1223,7,-999.0,1.2904,-
239,60.4077,-144.6486,0.0836,1663793015.34134,1224,12,-999.0,3.8693,-
242,60.0274,-140.2545,24.1135,1663825181.08675,1227,10,-999.0,0.4188,-
245,60.6525,-144.012,0.2218,1663836003.50395,1230,5,2.22,0.66,-
246,61.1336,-141.255,0.1593,1663863896.75106,1231,8,1.25,1.5909,-
248,61.4475,-141.0736,10.042,1663863937.13712,1233,7,1.55,0.8685,-
249,61.0955,-141.2047,29.717,1663864150.49936,1234,20,1.53,1.9717,-
250,60.6031,-142.2694,13.7665,1663865891.33655,1235,11,-999.0,0.3663,-
251,60.0983,-140.4877,99.9299,1663871354.49954,1236,10,1.52,4.4685,-
252,60.3639,-144.1713,7.587,1663871509.43754,1237,8,1.83,1.2519,-
253,60.3115,-142.5695,43.1065,1663871516.42737,1238,9,1.45,0.6643,-
256,60.3844,-143.6764,0.021,1663894368.56593,1241,9,1.68,0.6143,-
257,60.9278,-144.428,33.7827,1663916918.91376,1242,6,-999.0,0.5014,-
260,60.6508,-144.4142,18.2409,1663928536.13051,1246,5,-999.0,0.1997,-
263,60.2743,-142.6888,0.0,1663948694.93617,1250,5,-999.0,0.92,-
267,60.959,-141.1757,1.3359,1663987213.83484,1254,8,-999.0,1.6038,-
268,60.4494,-138.9364,2.982,1663987660.30644,1255,4,-999.0,0.1953,-
269,60.998,-144.5607,30.0,1664000080.67936,1256,13,1.7,-1.0,-
270,60.1621,-140.5396,2.3367,1664000359.5318,1257,15,1.69,0.7432,-
272,60.1459,-140.7955,0.0621,1664003220.82914,1260,6,-999.0,0.636,-
274,61.4595,-141.058,12.1465,1664026707.54468,1262,17,1.92,0.8379,-
277,60.7417,-142.9115,21.8825,1664050563.69752,1266,10,1.5,2.4721,-
278,60.2474,-143.5263,8.142,1664056808.95527,1267,7,-999.0,0.4388,-
279,61.2172,-141.2008,0.0,1664079171.37166,1268,8,-999.0,0.8284,-
281,60.4701,-143.0006,13.9614,1664094880.56529,1270,7,0.87,0.1214,-
283,61.4348,-141.0667,0.0013,1664095970.9189,1272,20,1.86,0.9105,-
284,60.1715,-141.4889,0.6258,1664100079.88938,1273,5,-999.0,0.9083,-
285,60.7163,-143.5758,19.1416,1664110570.21359,1274,11,-999.0,0.7485,-
287,61.0757,-141.2029,20.0,1664129069.80923,1276,10,1.32,-1.0,-
289,60.1554,-140.6841,5.4184,1664160081.66164,1278,7,-999.0,1.3362,-
290,60.3782,-141.2147,0.5327,1664171227.70205,1279,8,0.21,1.2344,-
291,60.1058,-140.5101,0.0,1664172820.28447,1280,9,1.3,1.1176,-
293,60.966,-144.3176,0.046,1664182866.68347,1282,7,1.61,0.83,-
298,60.0825,-140.5041,0.0402,1664244540.16626,1287,7,1.7,0.6004,-
299,60.7579,-144.4499,20.9823,1664253770.94698,1288,20,-999.0,6.3264,-
300,60.2124,-140.8827,25.2587,1664258500.36014,1289,11,0.85,0.7437,-
301,60.9737,-141.406,0.0416,1664279987.57979,1291,15,1.29,2.7102,-
303,60.5645,-144.5647,1.1106,1664296244.4029,1294,20,1.3,2.5129,-
304,59.8922,-141.5932,20.109,1664306913.25632,1295,7,-999.0,0.3593,-
305,60.4152,-143.0624,16.0122,1664310257.81221,1296,13,0.92,0.462,-
307,60.3269,-141.2484,17.6441,1664313999.51769,1298,14,1.22,0.6928,-
309,60.1416,-140.1732,34.3872,1664325542.0035,1300,5,-999.0,0.9704,-
310,60.6161,-144.895,40.476,1664327684.85446,1301,6,0.7,0.6242,-
311,59.9756,-141.363,30.0,1664328443.16594,1302,5,1.36,-1.0,-
312,60.7567,-144.125,34.8951,1664330249.88239,1303,5,0.83,0.7224,-
316,60.3389,-141.5759,0.6489,1664338406.40649,1308,14,1.0,2.3631,-
317,60.4037,-143.6541,0.1862,1664358982.10173,1310,11,0.96,0.9329,-
318,60.5328,-142.8702,0.344,1664359780.21766,1311,16,0.67,0.6244,-
319,60.409,-143.6411,5.9435,1664361819.44884,1312,5,-999.0,0.4599,-
320,60.3169,-141.083,0.0349,1664368146.11561,1313,6,0.71,1.2448,-
