,lat,lon,depth,time,evid,nass,ml,sdobs,etype
771,66.2375,-157.2361,13.282,1550873258.17849,3172,11,-999.0,0.4447,-
772,66.2314,-157.2003,8.803,1550876589.66136,3173,7,-999.0,0.5029,-
773,66.2955,-157.2082,10.3845,1550877838.61993,3174,14,1.2,0.4316,-
774,66.224,-156.9525,20.0,1550877872.51952,3175,6,-999.0,-1.0,-
775,66.3306,-157.1766,8.8264,1550878268.84527,3176,8,-999.0,0.4171,-
778,66.301,-157.1778,9.7601,1550881858.48277,3179,12,1.31,0.3826,-
779,66.2562,-157.2449,12.5671,1550885151.43527,3180,11,-999.0,0.5054,-
780,66.3079,-157.2036,12.8594,1550885478.56951,3181,11,-999.0,0.5638,-
781,66.3405,-157.2202,9.769,1550900309.48845,3183,9,-999.0,0.5985,-
782,66.3241,-157.2031,11.7262,1550901575.56998,3184,16,1.37,0.707,-
784,66.3718,-157.1341,8.3668,1550903412.8223,3186,11,1.57,1.0381,-
785,66.3024,-157.2227,9.4803,1550904175.48906,3188,14,1.31,0.8259,-
786,66.2952,-157.1855,10.4082,1550905607.65157,3189,12,1.17,0.4401,-
788,66.303,-157.1703,0.942,1550912046.6671,3191,16,1.45,0.4394,-
789,66.3153,-157.1646,0.0927,1550912118.18639,3192,15,1.4,0.4502,-
790,66.329,-157.138,7.4007,1550912409.0509,3193,8,-999.0,0.1775,-
791,66.3146,-157.1709,8.3862,1550913017.35617,3194,12,-999.0,0.5521,-
792,66.3196,-157.2119,4.1809,1550926231.02653,3196,21,1.51,0.5872,-
796,66.3051,-157.2001,9.7129,1550927232.02143,3201,8,-999.0,0.667,-
797,66.3175,-157.2005,9.0149,1550929737.28486,3202,9,1.33,0.2823,-
798,66.2834,-157.2258,11.0501,1550930132.2643,3203,7,1.22,0.4563,-
799,66.0433,-157.1761,0.0182,1550930142.40393,3204,6,-999.0,0.6995,-
800,66.3231,-157.1954,11.1582,1550930521.63735,3205,7,-999.0,0.2034,-
804,66.3188,-157.1745,8.2342,1550933384.66763,3210,14,-999.0,0.5648,-
806,66.304,-157.1716,14.0608,1550936541.31223,3212,8,1.2,0.1482,-
807,66.3123,-157.1996,11.0655,1550939888.62147,3213,15,1.22,0.3952,-
808,66.288,-157.1705,12.9902,1550942705.72197,3214,17,1.15,0.3502,-
810,66.2889,-157.2067,10.6913,1550946059.38041,3216,9,-999.0,0.689,-
811,66.3165,-157.2163,9.224,1550949219.9462,3217,12,1.24,0.57,-
814,66.3084,-157.1795,10.5026,1550956152.67658,3221,15,1.23,0.6106,-
816,66.3202,-157.1697,15.1732,1550960231.37645,3223,6,-999.0,0.1702,-
818,66.4363,-157.1903,0.7066,1550964247.66419,3225,8,-999.0,1.0505,-
819,66.0389,-157.1554,16.0324,1550964724.50292,3226,6,-999.0,0.4538,-
822,66.2524,-157.2458,10.1435,1550993390.29839,3229,9,-999.0,0.4426,-
823,66.3304,-157.2252,5.5864,1550995837.21476,3230,8,-999.0,0.1739,-
824,66.1981,-157.3775,8.3693,1550999037.83539,3231,6,-999.0,0.2483,-
825,66.2836,-157.3254,12.2796,1551016637.38547,3232,6,-999.0,1.3547,-
826,66.3045,-157.1988,9.7158,1551026451.94193,3233,11,1.49,0.4144,-
828,66.1739,-157.4327,0.3313,1551026758.68942,3235,10,-999.0,0.7806,-
830,66.2671,-157.2236,17.9257,1551037802.03089,3237,8,-999.0,1.4967,-
833,66.293,-157.188,11.2678,1551057257.82651,3240,12,-999.0,0.3952,-
834,66.3417,-157.216,7.8583,1551057869.08526,3241,6,-999.0,0.5484,-
835,66.3235,-157.2075,11.4946,1551062078.34473,3242,17,1.4,0.4654,-
837,66.315,-157.2085,8.8015,1551076361.86891,3244,13,-999.0,0.6284,-
838,66.3078,-157.2051,8.3313,1551080121.07387,3245,12,1.29,0.7776,-
840,66.2131,-157.1925,12.1244,1551083747.33948,3247,9,-999.0,0.4933,-
841,66.3092,-157.1941,11.6403,1551083835.39831,3248,17,1.26,0.444,-
842,66.2382,-157.2047,10.5031,1551085969.98859,3249,8,-999.0,0.2062,-
843,66.2916,-157.1639,11.8954,1551089966.2915,3251,15,-999.0,0.3146,-
844,66.2489,-157.1984,9.287,1551091776.7419,3252,6,-999.0,0.1825,-
847,66.0989,-157.1883,0.0179,1551103773.02249,3255,10,1.51,1.994,-
848,66.289,-157.1821,10.8238,1551106276.52571,3257,16,1.35,0.705,-
849,66.2618,-157.2155,11.9756,1551106351.40271,3258,10,1.31,0.4419,-
850,66.3353,-157.2195,9.4208,1551110977.55461,3259,15,1.48,0.7384,-
852,66.3595,-157.266,9.8951,1551113937.94927,3261,9,1.37,0.9493,-
853,65.9912,-157.5251,69.9856,1551117931.86647,3262,5,-999.0,1.2529,-
854,66.2533,-157.1953,1.1657,1551121110.17549,3263,7,1.43,1.4227,-
855,66.2444,-157.1968,10.4026,1551121719.81387,3264,8,-999.0,0.2533,-
857,66.2296,-157.4599,0.0541,1551126036.27127,3267,7,-999.0,0.4453,-
858,66.22,-157.2034,0.4915,1551128690.26467,3268,8,-999.0,0.6023,-
859,66.2802,-157.2221,13.77,1551129583.45945,3269,18,2.06,0.6762,-
860,66.2796,-157.1878,12.3573,1551130029.24608,3270,7,-999.0,0.185,-
861,66.2937,-157.1902,3.5971,1551132662.61538,3273,8,1.26,0.4931,-
862,66.2162,-157.1991,10.0,1551134978.90644,3274,7,-999.0,-1.0,-
863,66.3024,-157.1837,8.7001,1551145580.88381,3275,10,-999.0,0.6439,-
866,66.2791,-157.2491,0.4347,1551154277.89049,3278,9,2.65,0.6012,-
868,66.2529,-157.2312,11.9124,1551154780.12391,3281,12,-999.0,0.854,-
870,66.3058,-157.1921,6.9951,1551155038.85455,3283,7,1.63,0.3244,-
871,66.3137,-157.2172,9.1731,1551155273.36842,3285,7,-999.0,0.7353,-
874,66.2753,-157.2288,11.3537,1551155654.40118,3289,11,-999.0,1.0549,-
875,66.3094,-157.1923,9.4325,1551155694.04168,3290,13,1.38,0.4314,-
879,66.2525,-157.2163,11.441,1551156312.40601,3295,7,-999.0,0.3827,-
880,66.3018,-157.1783,10.1209,1551156374.85615,3296,19,1.35,0.5109,-
881,66.2788,-157.1759,11.182,1551156612.85191,3297,10,-999.0,0.4589,-
883,66.3101,-157.184,10.0952,1551157018.03675,3300,13,1.3,0.5619,-
884,66.2429,-157.2462,11.6335,1551157203.65387,3301,7,-999.0,0.1564,-
885,66.3076,-157.1968,5.4156,1551157984.01336,3304,7,-999.0,0.101,-
886,66.2265,-157.1734,10.5763,1551158176.83901,3305,8,-999.0,0.2121,-
888,66.3226,-157.219,0.0076,1551158392.28555,3307,6,-999.0,0.6098,-
889,66.3013,-157.2045,11.2238,1551159784.10032,3309,17,1.45,0.4141,-
891,66.305,-157.1871,9.5906,1551160019.86048,3311,9,-999.0,0.3078,-
893,66.3269,-157.2008,8.0378,1551161418.53303,3314,7,-999.0,0.5479,-
894,66.2378,-157.2313,12.461,1551162306.99625,3315,9,-999.0,0.4577,-
896,66.2646,-157.257,10.5889,1551163460.70721,3317,6,-999.0,0.8094,-
897,66.302,-157.1823,4.7076,1551164000.54825,3318,10,-999.0,0.7846,-
898,66.3159,-157.2194,10.0,1551164316.17506,3319,6,-999.0,-1.0,-
899,66.2644,-157.2089,0.1561,1551164647.27324,3320,8,1.54,0.3884,-
900,66.2213,-157.2081,3.794,1551165871.23054,3321,7,-999.0,0.7011,-
902,66.3083,-157.1939,8.568,1551168012.37948,3323,13,1.46,0.4516,-
906,66.3184,-157.1944,12.0622,1551169272.94249,3327,9,-999.0,0.5662,-
908,66.3185,-157.1722,11.0727,1551170670.78417,3330,8,-999.0,0.2011,-
909,66.2683,-157.2279,11.6475,1551171172.20868,3332,11,-999.0,0.9395,-
910,66.2644,-157.2301,11.6194,1551171504.14684,3333,11,-999.0,0.984,-
911,66.2687,-157.2351,11.8035,1551171789.32785,3334,9,-999.0,1.1147,-
912,66.2813,-157.2716,35.4224,1551171905.44862,3335,9,1.57,1.1984,-
913,66.3084,-157.1825,10.2422,1551172169.73763,3336,11,-999.0,0.3905,-
914,66.2732,-157.2011,0.0,1551172284.31757,3337,6,-999.0,0.5603,-
915,66.3049,-157.1768,2.1473,1551175230.7179,3339,13,-999.0,0.6243,-
916,66.2557,-157.2357,11.0737,1551175274.84319,3340,9,-999.0,0.4007,-
917,66.3004,-157.2023,9.2098,1551175342.50855,3341,13,1.37,0.6792,-
918,66.2741,-157.2139,9.4297,1551177253.49714,3342,7,-999.0,0.5846,-
920,66.2958,-157.1759,9.921,1551177916.52507,3344,13,1.39,0.4415,-
921,66.3153,-157.139,5.9021,1551178034.91125,3345,6,-999.0,0.256,-
922,66.3022,-157.2028,9.912,1551178570.83677,3346,7,1.3,0.3851,-
923,66.299,-157.1694,8.7558,1551179358.789,3348,8,-999.0,0.1923,-
924,66.3054,-157.1783,9.6428,1551179948.14781,3349,10,-999.0,0.2652,-
925,66.2446,-157.2571,11.724,1551183838.28295,3350,10,-999.0,0.4137,-
926,66.2915,-157.1772,11.9532,1551184397.45536,3352,18,1.36,0.3388,-
927,66.2626,-157.2105,9.999,1551184584.77892,3353,7,-999.0,0.2831,-
928,66.3037,-157.1958,9.6485,1551184684.20465,3354,14,1.36,0.5324,-
929,66.3024,-157.1868,8.7275,1551185691.27271,3356,10,-999.0,0.1902,-
930,66.3093,-157.203,10.0629,1551188619.10073,3357,14,1.43,0.6411,-
931,66.3047,-157.2145,0.0056,1551191799.73189,3358,15,1.5,0.5829,-
932,66.32,-157.2108,8.3374,1551192532.02949,3359,13,-999.0,0.6604,-
933,66.3001,-157.1775,10.7909,1551194861.864,3360,13,1.35,0.3381,-
934,66.307,-157.2165,9.8223,1551196029.34809,3362,18,1.17,0.461,-
935,66.2952,-157.1783,11.4297,1551196244.93931,3363,15,1.3,0.3641,-
937,65.8582,-156.3685,17.4484,1551200683.12767,3366,5,1.0,0.2853,-
938,66.2883,-157.179,10.0696,1551201266.70231,3367,12,-999.0,0.518,-
939,66.3275,-157.2166,0.1607,1551201475.23113,3368,5,1.46,0.5898,-
941,66.2944,-157.1844,10.5374,1551202950.54062,3372,18,1.57,0.4663,-
942,66.2753,-157.2344,5.0417,1551203087.95486,3373,9,-999.0,1.0139,-
943,66.2985,-157.1848,9.6884,1551203493.9854,3374,17,1.44,0.6498,-
944,66.2457,-157.2164,12.2494,1551204495.30726,3375,11,-999.0,0.7378,-
945,66.2859,-157.2186,9.456,1551206260.37675,3376,4,-999.0,0.0012,-
946,66.2688,-157.2288,10.8127,1551207414.92679,3377,12,-999.0,0.9807,-
947,66.2917,-157.1878,10.1436,1551207937.69934,3378,12,1.52,0.4849,-
948,66.2446,-157.2058,14.0221,1551207972.00118,3379,11,1.46,0.5429,-
949,66.2982,-157.1923,10.8382,1551208085.67618,3381,14,-999.0,0.6021,-
950,66.3216,-157.193,11.6712,1551208542.34444,3382,15,1.38,0.4259,-
952,66.3073,-157.1778,10.4864,1551210509.81517,3385,10,-999.0,0.4187,-
953,66.3303,-157.29,7.978,1551212688.57622,3386,6,-999.0,0.8738,-
954,66.3084,-157.1736,10.1151,1551213025.08647,3387,15,-999.0,0.6393,-
955,66.3346,-157.2181,0.0146,1551213880.89424,3389,6,-999.0,0.4562,-
958,66.2192,-157.1834,12.4475,1551217766.87132,3392,9,-999.0,0.6458,-
959,66.3141,-157.1835,7.9405,1551218319.38878,3393,5,-999.0,0.0698,-
960,66.2675,-157.2497,11.4094,1551218655.91894,3394,8,-999.0,1.0772,-
962,66.2377,-157.1863,10.9406,1551221388.63739,3397,7,-999.0,0.1106,-
963,66.3053,-157.204,0.0413,1551223149.00962,3399,16,-999.0,0.5448,-
964,66.29,-157.0857,11.6109,1551224716.12713,3400,16,1.28,0.2931,-
965,66.2442,-157.2119,7.4516,1551226169.03343,3401,9,-999.0,0.4123,-
966,66.3082,-157.2162,11.51,1551226425.37467,3402,10,1.25,0.4057,-
967,66.2432,-157.2557,12.3752,1551226517.9102,3403,9,-999.0,0.4146,-
968,66.2928,-157.1653,7.391,1551229334.91045,3404,8,-999.0,0.1068,-
971,66.2594,-157.2467,11.3629,1551231266.52779,3408,11,1.33,0.5545,-
972,66.2722,-157.5913,31.1926,1551231483.16713,3410,9,-999.0,1.0069,-
973,66.3013,-157.202,10.6102,1551231603.31096,3411,14,1.34,0.4462,-
974,66.2927,-157.1781,11.6646,1551231945.44109,3412,15,1.42,0.5481,-
975,66.3129,-157.1926,8.9211,1551232020.84637,3413,11,-999.0,0.3445,-
976,66.314,-157.1846,10.8681,1551232769.7605,3414,13,1.32,0.6125,-
977,66.2931,-157.1712,11.3399,1551235636.50579,3416,16,-999.0,0.3132,-
979,66.2654,-157.223,0.0015,1551240495.35438,3418,13,1.5,1.0392,-
980,66.3324,-157.2263,9.7529,1551241252.81219,3420,11,1.48,0.789,-
981,66.2466,-157.2408,12.5979,1551244404.90353,3422,11,-999.0,0.3683,-
984,66.313,-157.189,7.4356,1551253110.79093,3425,6,-999.0,0.1312,-
985,66.1135,-157.3918,0.0186,1551253427.05378,3426,11,-999.0,0.7678,-
986,66.289,-157.1744,11.6886,1551256010.74662,3427,16,1.41,0.3147,-
987,66.3176,-157.1823,8.0112,1551256308.70423,3428,7,-999.0,0.1047,-
988,66.2512,-157.2281,12.1231,1551256887.70954,3429,12,-999.0,0.3505,-
989,66.1818,-157.2546,16.5657,1551257418.76757,3430,9,-999.0,2.0309,-
990,66.2852,-157.158,12.6798,1551259140.11742,3431,8,-999.0,0.3285,-
991,66.3042,-157.1885,11.7154,1551260590.95508,3432,16,1.36,0.5908,-
993,66.2949,-157.1756,9.7617,1551263425.5256,3434,12,1.43,0.4832,-
994,66.3105,-157.2127,0.0497,1551263466.88195,3435,13,1.48,0.6611,-
995,66.2114,-157.1421,12.5448,1551263986.64654,3437,6,-999.0,0.1252,-
996,66.2916,-157.1824,11.7185,1551264023.98094,3436,13,1.35,0.373,-
997,66.2333,-157.2354,12.8541,1551264689.3513,3440,9,-999.0,0.9031,-
999,66.2951,-157.1635,11.8283,1551265601.56631,3443,8,-999.0,0.1504,-
1000,66.2787,-157.2208,5.0275,1551266110.41198,3444,10,-999.0,0.9111,-
1001,66.2881,-157.1777,10.5875,1551266417.44087,3446,17,1.07,0.3791,-
1002,66.2999,-157.1735,8.2657,1551267269.79541,3448,9,-999.0,0.1424,-
1003,66.2616,-157.2141,8.687,1551267316.88535,3449,8,-999.0,0.4953,-
1006,66.2971,-157.1942,6.3561,1551275352.99685,3454,7,-999.0,0.1533,-
1007,66.2977,-157.1778,10.9747,1551276673.89945,3455,15,1.49,0.2992,-
1008,66.2137,-157.2097,5.2187,1551277366.8442,3456,8,-999.0,0.8669,-
1009,66.3143,-157.1798,11.4607,1551277527.04221,3457,7,-999.0,0.1693,-
1010,66.2432,-157.219,12.6379,1551278680.75174,3458,9,-999.0,0.7738,-
1011,66.3189,-157.2051,10.1666,1551279002.30979,3459,9,1.17,0.5405,-
1012,66.2943,-157.1983,10.9749,1551279103.27829,3460,14,1.35,0.4114,-
1014,66.2443,-157.239,13.0164,1551281321.32378,3463,7,-999.0,1.0171,-
1015,66.316,-157.2161,9.4716,1551281792.12777,3464,11,-999.0,0.5613,-
1018,66.2834,-157.254,0.1174,1551283922.00024,3467,8,-999.0,1.1016,-
1019,66.2613,-157.5759,0.0159,1551289804.85065,3469,6,-999.0,0.4513,-
1021,66.2898,-157.232,0.0,1551290016.81719,3471,6,-999.0,0.7778,-
1022,66.3242,-157.2038,11.3498,1551290619.69051,3472,16,-999.0,0.4957,-
1024,66.3293,-157.2049,8.9447,1551291740.2626,3474,12,1.22,0.5859,-
1026,66.0943,-157.1961,0.022,1551294589.68861,3477,8,-999.0,0.8704,-
1027,66.298,-157.1864,11.0746,1551295060.74127,3478,14,1.41,0.3787,-
1029,66.2864,-157.2053,1.2712,1551296721.45976,3480,12,1.23,0.4749,-
1030,66.3017,-157.1859,9.107,1551301334.45546,3481,10,1.35,0.535,-
1031,66.2929,-157.1836,10.2787,1551301651.59565,3482,15,1.35,0.4877,-
1032,66.2404,-157.21,13.4772,1551301686.3106,3483,7,-999.0,0.5019,-
1033,66.289,-157.1677,13.1151,1551301798.99626,3485,13,1.31,0.3648,-
1034,66.2127,-157.1802,0.0071,1551303817.96617,3486,5,-999.0,0.7719,-
1035,66.264,-157.218,12.2863,1551304608.36438,3487,12,1.17,1.0281,-
1036,66.1769,-157.2059,10.5884,1551307984.83875,3488,7,-999.0,0.4485,-
1037,66.2592,-157.2509,0.0156,1551309689.58524,3489,8,-999.0,0.7099,-
1038,66.2954,-157.192,10.3126,1551310000.48264,3490,9,1.34,0.4759,-
1041,66.3222,-157.2149,9.8247,1551317618.07445,3494,12,-999.0,0.738,-
1042,66.293,-157.1786,11.3228,1551319933.4211,3496,14,1.38,0.3359,-
1043,66.3101,-157.1902,8.702,1551322027.4367,3497,7,1.22,0.6167,-
1045,66.2828,-157.2121,7.4496,1551324794.6083,3499,8,-999.0,0.9995,-
1046,66.289,-157.2255,8.4849,1551327246.01542,3500,12,1.36,0.6819,-
1048,66.2355,-157.2258,12.1839,1551333348.8559,3502,9,-999.0,0.6129,-
1049,66.2419,-157.1643,9.4569,1551333637.40719,3503,7,-999.0,0.3698,-
1050,66.2303,-157.1735,9.6485,1551333800.44428,3504,6,-999.0,0.3954,-
1051,66.3146,-157.1775,7.8151,1551336476.09673,3505,15,1.47,0.6314,-
1053,66.2936,-157.1843,10.7607,1551341273.52776,3507,14,1.21,0.2762,-
1054,66.4591,-157.1524,0.0,1551343215.38661,3508,7,1.46,1.0256,-
1055,66.3242,-157.2057,7.0421,1551349454.70039,3509,6,1.4,0.5392,-
1056,66.2913,-157.1835,10.9666,1551356105.42616,3510,16,1.38,0.3405,-
1057,66.3155,-157.1942,10.9776,1551356174.34769,3511,11,1.42,0.23,-
1058,66.2213,-157.2126,9.7605,1551361625.12129,3512,6,-999.0,0.3326,-
1059,66.29,-157.1739,11.5251,1551362729.30252,3513,17,1.21,0.3368,-
1060,66.3103,-157.1862,11.8317,1551362999.10902,3514,6,-999.0,0.112,-
1061,66.3139,-157.2251,9.6144,1551363570.87205,3515,9,-999.0,0.4421,-
1062,66.3011,-157.1747,10.6549,1551363838.66159,3516,10,1.35,0.1711,-
1063,66.2848,-157.1492,16.0537,1551371147.53989,3517,6,-999.0,0.1924,-
1065,66.2265,-157.2057,13.1531,1551375078.69175,3519,13,1.2,0.5729,-
1067,66.3046,-157.1872,11.3457,1551377138.78652,3521,9,-999.0,0.3282,-
1068,66.3068,-157.1698,11.5497,1551378256.75817,3523,10,1.35,0.3992,-
1069,66.3147,-157.1743,8.5021,1551384141.34077,3524,8,1.38,0.4249,-
1070,66.2994,-157.1726,10.834,1551385065.84404,3525,6,-999.0,0.1547,-
1073,66.1839,-157.8732,0.726,1551395477.20477,3528,8,-999.0,1.3475,-
