,lat,lon,depth,time,evid,nass,ml,sdobs,etype,Annotations
898,66.3159,-157.2194,10,1551164316,3319,6,-999,-1,-,earthquake (small)
900,66.2213,-157.2081,3.794,1551165871,3321,7,-999,0.7011,-,earthquake
906,66.3184,-157.1944,12.0622,1551169273,3327,9,-999,0.5662,-,earthquake
908,66.3185,-157.1722,11.0727,1551170671,3330,8,-999,0.2011,-,earthquake
909,66.2683,-157.2279,11.6475,1551171172,3332,11,-999,0.9395,-,earthquake
910,66.2644,-157.2301,11.6194,1551171504,3333,11,-999,0.984,-,earthquake
911,66.2687,-157.2351,11.8035,1551171789,3334,9,-999,1.1147,-,earthquake
913,66.3084,-157.1825,10.2422,1551172170,3336,11,-999,0.3905,-,earthquake
914,66.2732,-157.2011,0,1551172284,3337,6,-999,0.5603,-,earthquake
915,66.3049,-157.1768,2.1473,1551175231,3339,13,-999,0.6243,-,earthquake
916,66.2557,-157.2357,11.0737,1551175275,3340,9,-999,0.4007,-,earthquake
918,66.2741,-157.2139,9.4297,1551177253,3342,7,-999,0.5846,-,earthquake
921,66.3153,-157.139,5.9021,1551178035,3345,6,-999,0.256,-,earthquake (small)
923,66.299,-157.1694,8.7558,1551179359,3348,8,-999,0.1923,-,earthquake
924,66.3054,-157.1783,9.6428,1551179948,3349,10,-999,0.2652,-,earthquake
925,66.2446,-157.2571,11.724,1551183838,3350,10,-999,0.4137,-,earthquake
927,66.2626,-157.2105,9.999,1551184585,3353,7,-999,0.2831,-,earthquake (small)
929,66.3024,-157.1868,8.7275,1551185691,3356,10,-999,0.1902,-,earthquake
932,66.32,-157.2108,8.3374,1551192532,3359,13,-999,0.6604,-,earthquake
938,66.2883,-157.179,10.0696,1551201267,3367,12,-999,0.518,-,earthquake
942,66.2753,-157.2344,5.0417,1551203088,3373,9,-999,1.0139,-,earthquake (small)
944,66.2457,-157.2164,12.2494,1551204495,3375,11,-999,0.7378,-,earthquake
945,66.2859,-157.2186,9.456,1551206260,3376,4,-999,0.0012,n,"two, small earthquakes very close together with misplaced P- and S-phases located together as one event"
946,66.2688,-157.2288,10.8127,1551207415,3377,12,-999,0.9807,-,earthquake
949,66.2982,-157.1923,10.8382,1551208086,3381,14,-999,0.6021,-,earthquake
952,66.3073,-157.1778,10.4864,1551210510,3385,10,-999,0.4187,-,earthquake
953,66.3303,-157.29,7.978,1551212689,3386,6,-999,0.8738,-,earthquake (small)
954,66.3084,-157.1736,10.1151,1551213025,3387,15,-999,0.6393,-,earthquake (F19K misplaced detections)
955,66.3346,-157.2181,0.0146,1551213881,3389,6,-999,0.4562,-,earthquake (small)
958,66.2192,-157.1834,12.4475,1551217767,3392,9,-999,0.6458,-,earthquake
959,66.3141,-157.1835,7.9405,1551218319,3393,5,-999,0.0698,-,earthquake
960,66.2675,-157.2497,11.4094,1551218656,3394,8,-999,1.0772,-,earthquake
962,66.2377,-157.1863,10.9406,1551221389,3397,7,-999,0.1106,-,earthquake
963,66.3053,-157.204,0.0413,1551223149,3399,16,-999,0.5448,-,earthquake
965,66.2442,-157.2119,7.4516,1551226169,3401,9,-999,0.4123,-,earthquake
967,66.2432,-157.2557,12.3752,1551226518,3403,9,-999,0.4146,-,earthquake (small)
968,66.2928,-157.1653,7.391,1551229335,3404,8,-999,0.1068,-,earthquake (small)
972,66.2722,-157.5913,31.1926,1551231483,3410,9,-999,1.0069,-,earthquake
975,66.3129,-157.1926,8.9211,1551232021,3413,11,-999,0.3445,-,earthquake
977,66.2931,-157.1712,11.3399,1551235637,3416,16,-999,0.3132,-,earthquake
981,66.2466,-157.2408,12.5979,1551244405,3422,11,-999,0.3683,-,earthquake
984,66.313,-157.189,7.4356,1551253111,3425,6,-999,0.1312,-,earthquake (small)
985,66.1135,-157.3918,0.0186,1551253427,3426,11,-999,0.7678,-,earthquake
987,66.3176,-157.1823,8.0112,1551256309,3428,7,-999,0.1047,-,earthquake
988,66.2512,-157.2281,12.1231,1551256888,3429,12,-999,0.3505,-,earthquake
989,66.1818,-157.2546,16.5657,1551257419,3430,9,-999,2.0309,-,earthquake (missing some impulsive arrivals)
990,66.2852,-157.158,12.6798,1551259140,3431,8,-999,0.3285,-,earthquake (several unpromoted detections)
995,66.2114,-157.1421,12.5448,1551263987,3437,6,-999,0.1252,-,"earthquake (small, proceeding larger event)"
997,66.2333,-157.2354,12.8541,1551264689,3440,9,-999,0.9031,-,earthquake
999,66.2951,-157.1635,11.8283,1551265602,3443,8,-999,0.1504,-,"earthquake — missing multiple clear, impulsive arrivals"
1000,66.2787,-157.2208,5.0275,1551266110,3444,10,-999,0.9111,-,"earthquake — missing multiple clear, impulsive arrivals"
1002,66.2999,-157.1735,8.2657,1551267270,3448,9,-999,0.1424,-,earthquake
1003,66.2616,-157.2141,8.687,1551267317,3449,8,-999,0.4953,-,earthquake
1006,66.2971,-157.1942,6.3561,1551275353,3454,7,-999,0.1533,-,earthquake (smaller)
1008,66.2137,-157.2097,5.2187,1551277367,3456,8,-999,0.8669,-,"earthquake — missing multiple clear, impulsive arrivals"
1009,66.3143,-157.1798,11.4607,1551277527,3457,7,-999,0.1693,-,"earthquake — missing multiple clear, impulsive arrivals"
1010,66.2432,-157.219,12.6379,1551278681,3458,9,-999,0.7738,-,earthquake (small)
1014,66.2443,-157.239,13.0164,1551281321,3463,7,-999,1.0171,-,earthquake (small)
1015,66.316,-157.2161,9.4716,1551281792,3464,11,-999,0.5613,-,earthquake
1018,66.2834,-157.254,0.1174,1551283922,3467,8,-999,1.1016,-,"earthquake (in coda of larger preceeding event, several unpromoted detections, missing impulsive arrivals)"
1019,66.2613,-157.5759,0.0159,1551289805,3469,6,-999,0.4513,-,earthquake (small)
1021,66.2898,-157.232,0,1551290017,3471,6,-999,0.7778,-,earthquake (small)
1022,66.3242,-157.2038,11.3498,1551290620,3472,16,-999,0.4957,-,earthquake
1026,66.0943,-157.1961,0.022,1551294590,3477,8,-999,0.8704,-,earthquake
1032,66.2404,-157.21,13.4772,1551301686,3483,7,-999,0.5019,-,"earthquake (small, in coda of preceeding event)"
1034,66.2127,-157.1802,0.0071,1551303818,3486,5,-999,0.7719,-,earthquake (small)
1036,66.1769,-157.2059,10.5884,1551307985,3488,7,-999,0.4485,-,"earthquake — missing multiple clear, impulsive arrivals"
1037,66.2592,-157.2509,0.0156,1551309690,3489,8,-999,0.7099,-,earthquake
1041,66.3222,-157.2149,9.8247,1551317618,3494,12,-999,0.738,-,earthquake
1045,66.2828,-157.2121,7.4496,1551324795,3499,8,-999,0.9995,-,earthquake
1048,66.2355,-157.2258,12.1839,1551333349,3502,9,-999,0.6129,-,earthquake
1049,66.2419,-157.1643,9.4569,1551333637,3503,7,-999,0.3698,-,earthquake (small)
1050,66.2303,-157.1735,9.6485,1551333800,3504,6,-999,0.3954,-,earthquake (small)
1058,66.2213,-157.2126,9.7605,1551361625,3512,6,-999,0.3326,-,"earthquake — missing multiple clear, impulsive arrivals"
1060,66.3103,-157.1862,11.8317,1551362999,3514,6,-999,0.112,-,earthquake (smaller)
1061,66.3139,-157.2251,9.6144,1551363571,3515,9,-999,0.4421,-,earthquake (several unpromoted detections)
1063,66.2848,-157.1492,16.0537,1551371148,3517,6,-999,0.1924,-,"earthquake — missing multiple clear, impulsive arrivals"
1067,66.3046,-157.1872,11.3457,1551377139,3521,9,-999,0.3282,-,earthquake
1070,66.2994,-157.1726,10.834,1551385066,3525,6,-999,0.1547,-,"earthquake — missing many clear, impulsive phase arrivals"
1073,66.1839,-157.8732,0.726,1551395477,3528,8,-999,1.3475,-,earthquake
71,66.2871,-157.2806,0.0966,1549647685,2326,7,0.84,0.3514,-,earthquake
654,66.2758,-157.2341,0.0025,1550629343,3035,9,0.85,0.343,-,earthquake
611,66.2984,-157.2002,9.7464,1550541353,2984,8,0.86,0.1745,-,earthquake (small)
447,66.3094,-157.2026,10.6113,1550240113,2793,12,0.89,0.542,-,earthquake
421,66.28,-157.2075,11.761,1550192673,2760,13,0.9,0.4935,-,earthquake
641,66.2951,-157.1926,12.447,1550602777,3019,7,0.91,0.1592,-,"earthquake (only one P-arrival, rest are S-arrivals)"
478,66.3376,-157.1491,8.9114,1550272576,2830,11,0.94,0.8255,-,earthquake
633,66.3118,-157.2835,9.1863,1550595185,3008,14,1,0.5346,-,earthquake
937,65.8582,-156.3685,17.4484,1551200683,3366,5,1,0.2853,-,earthquake (very small)
393,66.2756,-157.2033,9.96,1550119839,2729,7,1.01,0.1142,-,earthquake
428,66.2482,-157.219,0.0128,1550208264,2768,7,1.02,0.8724,-,earthquake — lots of clear detections missing
726,66.2246,-157.425,8.9418,1550797870,3120,10,1.02,0.5614,-,earthquake
602,66.3028,-157.185,12.4849,1550522373,2974,10,1.03,0.3457,-,earthquake
582,66.3349,-157.1818,8.5395,1550479461,2950,11,1.04,0.4538,-,earthquake
391,66.2876,-157.2229,10.894,1550114365,2726,9,1.05,0.2707,-,earthquake
446,66.2843,-157.2179,0.8773,1550236496,2791,15,1.05,0.8649,-,earthquake
617,66.2879,-157.2383,11.8521,1550569506,2991,11,1.05,0.7406,-,earthquake
646,66.2852,-157.2485,10.4686,1550615095,3025,7,1.07,1.1182,-,earthquake
1001,66.2881,-157.1777,10.5875,1551266417,3446,17,1.07,0.3791,-,earthquake (smaller event in coda largely undetected)
713,66.3069,-157.1989,11.097,1550753993,3107,16,1.08,0.5792,-,earthquake
451,66.3159,-157.2194,5,1550245135,2798,6,1.1,-1,-,earthquake
665,66.2886,-157.2104,10.3363,1550655190,3048,13,1.1,0.6659,-,earthquake
409,66.2857,-157.2112,0.2517,1550147407,2748,9,1.11,0.5885,-,earthquake
436,65.8777,-156.3674,17.11,1550227947,2778,9,1.12,0.272,-,earthquake
576,66.2961,-157.3041,7.936,1550471026,2944,11,1.12,0.4846,-,earthquake
702,66.2834,-157.1742,11.858,1550745554,3091,12,1.12,0.3357,-,earthquake (similar to preceeding evid #3090)
744,66.2977,-157.2211,16.3846,1550823274,3140,13,1.12,0.7641,-,"earthquake (heavily in coda of preceeding, similar sized event)"
769,66.316,-157.2077,10.2091,1550868693,3168,14,1.12,0.4664,-,earthquake
178,66.3235,-157.222,10.4436,1549821554,2462,10,1.13,0.522,-,earthquake
405,66.3258,-157.2203,0.0234,1550137817,2743,9,1.13,0.6761,-,earthquake
425,66.2238,-157.0882,10.5514,1550204573,2764,9,1.13,0.2521,-,earthquake
610,66.3001,-157.1957,10.7899,1550540059,2983,14,1.13,0.4426,-,earthquake
760,66.3082,-157.1644,14.7509,1550854514,3159,6,1.13,0.2422,-,earthquake (small)
216,66.2327,-157.1485,11.0732,1549830260,2515,9,1.14,0.3841,-,earthquake (in coda of preceeding event)
585,66.299,-157.1951,0.9908,1550493919,2954,9,1.14,0.353,-,earthquake
650,65.8271,-156.3023,13.618,1550619265,3030,12,1.14,0.4489,-,earthquake
270,66.3172,-157.2175,8.4704,1549877593,2582,9,1.15,0.5345,-,earthquake
658,66.3347,-157.2177,9.3026,1550640249,3041,13,1.15,0.4668,-,earthquake
808,66.288,-157.1705,12.9902,1550942706,3214,17,1.15,0.3502,-,earthquake
636,66.1989,-156.8276,2.285,1550597327,3012,13,1.16,0.5067,-,earthquake
161,66.3174,-157.203,9.0539,1549815814,2436,12,1.17,0.4381,-,earthquake
255,66.2935,-157.1847,12.3117,1549856942,2565,13,1.17,0.342,-,earthquake
394,66.3363,-156.9891,9.9004,1550121401,2730,12,1.17,1.0671,-,earthquake
733,66.2975,-157.1996,0.5674,1550816293,3128,11,1.17,0.3388,-,earthquake
786,66.2952,-157.1855,10.4082,1550905608,3189,12,1.17,0.4401,-,earthquake (several unpromoted detections)
934,66.307,-157.2165,9.8223,1551196029,3362,18,1.17,0.461,-,earthquake
1011,66.3189,-157.2051,10.1666,1551279002,3459,9,1.17,0.5405,-,"earthquake — missing multiple clear, impulsive arrivals"
1035,66.264,-157.218,12.2863,1551304608,3487,12,1.17,1.0281,-,earthquake
68,66.1653,-158.2714,10.6581,1549639983,2323,13,1.18,0.4172,-,earthquake
104,66.3479,-157.2141,8.8592,1549773609,2360,9,1.18,0.4395,-,earthquake
135,66.2955,-157.2197,1.5926,1549809670,2402,14,1.18,0.9593,-,earthquake
248,66.3096,-157.159,15.6331,1549848749,2554,6,1.18,0.2317,-,"earthquake (directly follows event that was unlocated, similar detections)"
503,66.3109,-157.2057,10.7376,1550289331,2861,7,1.18,0.1476,-,earthquake — lots of clear detections missing
532,66.34,-157.2004,11.1592,1550354145,2891,10,1.18,0.8473,-,earthquake
592,66.3204,-157.2156,10.1074,1550508805,2963,12,1.18,0.3384,-,earthquake
594,66.3597,-157.4362,10.0393,1550513071,2965,12,1.18,0.6104,-,earthquake
642,66.3154,-157.195,10.6806,1550603612,3020,17,1.18,0.4767,-,earthquake
643,66.3183,-157.2161,6.0322,1550603711,3021,9,1.18,0.5796,-,earthquake (local event combined with regionale event)
651,66.2945,-157.1873,11.7407,1550620294,3031,14,1.18,0.3846,-,earthquake
705,66.2988,-157.1859,10.3491,1550746476,3094,12,1.18,0.4273,-,"earthquake (proceeds similar, undetected/unlocated event)"
80,66.1578,-158.2594,10.9283,1549691852,2335,19,1.19,0.5603,-,earthquake
743,66.2942,-157.1798,10.949,1550823249,3139,16,1.19,0.3585,-,earthquake
151,66.2988,-157.1888,11.1768,1549813535,2423,5,1.2,0.131,-,earthquake
226,66.312,-157.1928,10.3853,1549837863,2527,13,1.2,0.3755,-,earthquake
258,66.3157,-157.1429,11.3888,1549861033,2568,10,1.2,0.4452,-,earthquake
514,66.3046,-157.2073,9.9754,1550313470,2872,6,1.2,0.0629,-,earthquake (small)
738,66.2534,-157.2406,10.7063,1550821816,3133,11,1.2,1.1228,-,earthquake (in very end of coda of larger preceeding event)
773,66.2955,-157.2082,10.3845,1550877839,3174,14,1.2,0.4316,-,earthquake
806,66.304,-157.1716,14.0608,1550936541,3212,8,1.2,0.1482,-,earthquake (small)
1065,66.2265,-157.2057,13.1531,1551375079,3519,13,1.2,0.5729,-,earthquake
435,66.3182,-157.2179,10.0294,1550215750,2777,12,1.21,0.7386,-,earthquake
740,66.294,-157.1823,11.7415,1550822210,3135,16,1.21,0.3903,-,earthquake
1053,66.2936,-157.1843,10.7607,1551341274,3507,14,1.21,0.2762,-,earthquake
1059,66.29,-157.1739,11.5251,1551362729,3513,17,1.21,0.3368,-,earthquake
144,66.277,-157.2086,12.3717,1549811775,2414,15,1.22,0.475,-,earthquake
607,66.27,-157.239,11.4246,1550535446,2980,11,1.22,0.9183,-,earthquake
755,66.2944,-157.2831,9.3715,1550843363,3152,11,1.22,0.4641,-,earthquake
798,66.2834,-157.2258,11.0501,1550930132,3203,7,1.22,0.4563,-,earthquake
807,66.3123,-157.1996,11.0655,1550939889,3213,15,1.22,0.3952,-,earthquake
1024,66.3293,-157.2049,8.9447,1551291740,3474,12,1.22,0.5859,-,earthquake (follows similar sized undetected/unlocated event)
1043,66.3101,-157.1902,8.702,1551322027,3497,7,1.22,0.6167,-,earthquake (lots of unpromoted P-detections)
10,66.168,-158.2393,14.4211,1549142223,2258,8,1.23,0.1562,-,earthquake
48,66.1465,-158.2603,9.9002,1549589489,2300,14,1.23,0.4871,-,earthquake
61,66.1652,-158.276,6.2798,1549623690,2315,24,1.23,0.5843,-,earthquake
145,66.3547,-157.2302,11.3547,1549811801,2415,9,1.23,1.3091,-,earthquake (overlapping event with evid #2414)
247,66.2968,-157.1854,12.0098,1549847600,2552,10,1.23,0.4251,-,earthquake
371,66.2961,-157.2069,11.6751,1550078541,2706,11,1.23,0.4463,-,earthquake
547,66.309,-157.1889,12.4862,1550408917,2909,9,1.23,0.3259,-,"earthquake — missing clear, impulsive phase arrivals"
596,66.3188,-157.3038,9.1419,1550513608,2967,13,1.23,0.7599,-,earthquake
599,66.3318,-157.4033,9.2748,1550516325,2971,8,1.23,0.8324,-,earthquake (low SNR)
659,66.2876,-157.4013,6.872,1550642705,3042,8,1.23,1.1561,-,"earthquake — missing clear, impulsive phase arrivals"
687,66.2613,-157.2125,7.7905,1550714553,3072,11,1.23,0.5844,-,earthquake
814,66.3084,-157.1795,10.5026,1550956153,3221,15,1.23,0.6106,-,earthquake
1029,66.2864,-157.2053,1.2712,1551296721,3480,12,1.23,0.4749,-,"earthquake — missing multiple clear, impulsive arrivals"
126,66.1354,-157.2384,0.0005,1549807950,2391,10,1.24,1.3928,-,earthquake (follows larger event)
414,66.218,-157.2134,0.0022,1550154754,2753,5,1.24,0.6064,-,earthquake
459,66.2721,-157.2204,10.4494,1550253606,2806,15,1.24,0.7197,-,earthquake
463,66.2953,-157.2122,11.8929,1550258938,2811,15,1.24,0.4309,-,earthquake
766,66.3198,-157.1873,0.9945,1550864472,3165,7,1.24,0.1672,-,"earthquake — missing many clear, impulsive phase arrivals"
770,66.3159,-157.2194,10,1550871974,3169,13,1.24,-1,-,earthquake
811,66.3165,-157.2163,9.224,1550949220,3217,12,1.24,0.57,-,earthquake
444,66.3155,-157.2187,10.1735,1550234585,2789,12,1.25,0.3528,-,"eaarthquake (similar to evid #2789, but different phases missing)"
637,66.2984,-157.2556,0.6357,1550597806,3013,11,1.25,0.9825,-,earthquake
966,66.3082,-157.2162,11.51,1551226425,3402,10,1.25,0.4057,-,earthquake (several unpromoted detections)
27,66.3352,-157.2275,10.6007,1549349758,2275,13,1.26,0.6115,-,earthquake
152,66.2886,-157.2065,10.7613,1549813888,2424,14,1.26,0.4749,-,earthquake
584,66.2985,-157.2022,10.0188,1550489620,2952,13,1.26,0.4536,-,earthquake
656,66.2976,-157.207,2.9231,1550631862,3037,12,1.26,0.3625,-,earthquake (directly follows another event)
735,66.3178,-157.195,12.1258,1550819773,3130,13,1.26,0.2812,-,earthquake
754,66.3113,-157.1659,4.0932,1550842038,3150,12,1.26,0.3347,-,earthquake
841,66.3092,-157.1941,11.6403,1551083835,3248,17,1.26,0.444,-,earthquake
861,66.2937,-157.1902,3.5971,1551132663,3273,8,1.26,0.4931,-,"earthquake — missing many clear, impulse phase arrivals as near source stations"
222,66.3045,-157.2144,10.6511,1549835207,2522,14,1.27,0.4441,-,earthquake
238,66.3122,-157.2157,5.6684,1549840314,2543,9,1.27,0.7751,-,earthquake — lots of clear detections missing
365,66.3155,-157.2136,10.7838,1550067917,2698,12,1.27,0.4643,-,earthquake
714,66.3386,-157.2313,4.4619,1550757152,3108,7,1.27,0.3371,-,earthquake — missing many clear phase arrivals
745,66.3143,-157.1896,10.0391,1550823952,3141,12,1.27,0.5005,-,earthquake
150,66.3211,-157.2372,10.0787,1549813549,2422,12,1.28,0.633,-,"earthquake (small, overlappign with larger event, evid #2423)"
265,66.3085,-157.1898,13.626,1549869868,2577,9,1.28,0.1823,-,earthquake
518,66.3068,-157.2092,11.5485,1550321400,2876,11,1.28,0.2954,-,earthquake
964,66.29,-157.0857,11.6109,1551224716,3400,16,1.28,0.2931,-,earthquake
59,66.2939,-157.2509,4.6071,1549618458,2313,14,1.29,0.6445,-,earthquake
163,66.3212,-157.2193,0.0564,1549817043,2439,7,1.29,0.3723,-,"earthquake (small, low SNR)"
286,66.2853,-157.1901,12.5039,1549892719,2603,12,1.29,0.4356,-,earthquake
838,66.3078,-157.2051,8.3313,1551080121,3245,12,1.29,0.7776,-,"earthquake — missing clear, impulsive phase arrivals from near source stations"
87,66.3152,-157.2135,1.9102,1549710061,2342,13,1.3,0.5014,-,earthquake
230,66.3001,-157.2137,11.9386,1549838703,2532,16,1.3,0.3888,-,earthquake (proceeds larger event)
277,66.308,-157.2084,11.9733,1549886468,2593,13,1.3,0.4232,-,earthquake — lots of clear detections missing
364,66.2883,-157.1992,10.6726,1550067616,2697,10,1.3,0.5017,-,earthquake
380,66.3117,-157.0238,8.6606,1550092859,2715,10,1.3,0.5408,-,earthquake
578,66.2971,-157.1867,9.4175,1550472204,2946,11,1.3,0.4044,-,earthquake
684,66.3199,-157.2095,12.1183,1550690610,3069,13,1.3,0.4707,-,earthquake
747,66.2902,-157.186,10.8561,1550826230,3143,18,1.3,0.4213,-,earthquake
883,66.3101,-157.184,10.0952,1551157018,3300,13,1.3,0.5619,-,earthquake
922,66.3022,-157.2028,9.912,1551178571,3346,7,1.3,0.3851,-,"earthquake — missing many clear, impulsive phase arrivals"
935,66.2952,-157.1783,11.4297,1551196245,3363,15,1.3,0.3641,-,earthquake
93,66.3252,-157.3454,7.6283,1549727064,2348,10,1.31,0.8076,-,earthquake
203,66.3548,-157.2119,12.0944,1549827050,2497,12,1.31,0.6681,-,earthquake
219,66.3048,-157.2206,0.0218,1549832078,2518,6,1.31,0.4398,-,earthquake — lots of clear detections missing
229,66.3492,-157.2048,9.9898,1549838559,2530,13,1.31,0.8555,-,earthquake
301,66.2809,-157.1874,13.4706,1549909807,2621,7,1.31,0.1327,-,earthquake
778,66.301,-157.1778,9.7601,1550881858,3179,12,1.31,0.3826,-,earthquake
785,66.3024,-157.2227,9.4803,1550904175,3188,14,1.31,0.8259,-,earthquake
849,66.2618,-157.2155,11.9756,1551106351,3258,10,1.31,0.4419,-,earthquake (several unpromoted detections)
1033,66.289,-157.1677,13.1151,1551301799,3485,13,1.31,0.3648,-,earthquake
2,66.3713,-157.108,4.7804,1549015895,2246,11,1.32,0.6558,-,earthquake
131,66.3226,-157.2156,1.3647,1549808390,2398,6,1.32,0.2734,-,earthquake
166,66.358,-157.1164,5.0695,1549817707,2443,7,1.32,0.4273,-,earthquake
218,66.3287,-157.1703,8.1436,1549831612,2517,11,1.32,0.2959,-,earthquake — lots of clear detections missing
281,66.3046,-157.2023,11.8979,1549889061,2598,16,1.32,0.4279,-,earthquake — lots of clear detections missing
453,66.3016,-157.1827,11.149,1550248020,2800,12,1.32,0.4386,-,earthquake
461,66.3047,-157.1864,10.8949,1550256180,2809,15,1.32,0.6629,-,earthquake
470,66.2974,-157.2107,12.0561,1550265245,2818,15,1.32,0.3802,-,earthquake
480,66.3105,-157.2244,10.4798,1550272784,2832,12,1.32,0.4667,-,earthquake
662,66.322,-157.1822,8.1953,1550649113,3045,10,1.32,0.549,-,earthquake
976,66.314,-157.1846,10.8681,1551232770,3414,13,1.32,0.6125,-,earthquake
15,66.1693,-158.2916,9.8988,1549234766,2263,16,1.33,0.6642,-,earthquake (proceeds larger event)
108,66.3224,-157.2194,9.7103,1549805394,2364,9,1.33,0.5787,-,"earthquake (small, low SNR)  |  START OF PURCELL MOUNTAIN SWARM ACTIVITY"
141,66.3329,-157.1898,9.3814,1549810810,2411,11,1.33,0.3584,-,earthquake
269,66.3133,-157.2042,12.6869,1549877382,2581,10,1.33,0.262,-,earthquake
303,66.3063,-157.22,0,1549918531,2624,12,1.33,0.647,-,earthquake — lots of clear detections missing
407,66.3011,-157.2189,11.056,1550140237,2745,13,1.33,0.4733,-,earthquake
423,66.2733,-157.2459,1.2357,1550200700,2762,12,1.33,0.4813,-,earthquake — lots of clear detections missing
525,66.2899,-157.198,4.9055,1550341363,2884,9,1.33,0.4937,-,earthquake
548,66.3239,-157.1746,9.0369,1550414259,2910,10,1.33,0.6086,-,earthquake
697,66.2678,-157.234,6.3623,1550740353,3084,8,1.33,0.9745,-,earthquake
797,66.3175,-157.2005,9.0149,1550929737,3202,9,1.33,0.2823,-,earthquake
971,66.2594,-157.2467,11.3629,1551231267,3408,11,1.33,0.5545,-,earthquake
7,66.2946,-157.3965,12.37,1549110709,2255,13,1.34,0.7124,-,earthquake
239,65.8684,-156.3417,17.2079,1549840758,2544,7,1.34,0.1267,-,"earthquake (noisy, low SNR)"
246,66.2979,-157.1998,12.4813,1549847368,2551,14,1.34,0.3635,-,earthquake — lots of clear detections missing
491,66.3843,-157.1793,9.4843,1550275110,2848,7,1.34,0.5216,-,earthquake
638,66.3057,-157.2136,8.6503,1550598094,3014,13,1.34,0.7546,-,"earthquake — missing clear, impulsive phase arrivals "
761,66.3462,-157.1807,10.0645,1550858866,3160,8,1.34,0.4183,-,earthquake
973,66.3013,-157.202,10.6102,1551231603,3411,14,1.34,0.4462,-,earthquake
1038,66.2954,-157.192,10.3126,1551310000,3490,9,1.34,0.4759,-,"earthquake — missing multiple clear, impulsive arrivals"
149,66.3216,-157.2023,10.0225,1549813189,2421,6,1.35,0.3956,-,earthquake
193,66.3098,-157.2366,8.5085,1549823474,2485,7,1.35,0.604,-,"earthquake (in coda of preceeding event, first station (G19K) missed detection)"
201,66.3223,-157.1617,6.9994,1549826046,2495,9,1.35,0.2323,-,earthquake
284,66.2922,-157.2074,11.9825,1549892008,2601,11,1.35,0.4466,-,earthquake
307,66.3028,-157.2037,12.2385,1549928533,2628,9,1.35,0.403,-,earthquake
370,66.3377,-157.2002,8.6371,1550076176,2705,10,1.35,0.7453,-,earthquake
574,66.3103,-157.2085,9.4896,1550464883,2942,13,1.35,0.3609,-,earthquake
689,65.857,-156.3637,15.5228,1550723159,3074,11,1.35,0.6303,-,earthquake
848,66.289,-157.1821,10.8238,1551106277,3257,16,1.35,0.705,-,earthquake
880,66.3018,-157.1783,10.1209,1551156375,3296,19,1.35,0.5109,-,earthquake
933,66.3001,-157.1775,10.7909,1551194862,3360,13,1.35,0.3381,-,earthquake
996,66.2916,-157.1824,11.7185,1551264024,3436,13,1.35,0.373,-,earthquake
1012,66.2943,-157.1983,10.9749,1551279103,3460,14,1.35,0.4114,-,earthquake
1030,66.3017,-157.1859,9.107,1551301334,3481,10,1.35,0.535,-,earthquake
1031,66.2929,-157.1836,10.2787,1551301652,3482,15,1.35,0.4877,-,earthquake
1062,66.3011,-157.1747,10.6549,1551363839,3516,10,1.35,0.1711,-,earthquake
1068,66.3068,-157.1698,11.5497,1551378257,3523,10,1.35,0.3992,-,"earthquake — missing many clear, impulsive P-phase arrivals"
95,66.1725,-158.2484,13.9751,1549750908,2350,11,1.36,0.3923,-,earthquake
280,66.3176,-157.1757,11.4953,1549888841,2597,11,1.36,0.6606,-,earthquake
437,66.3043,-157.204,10.3507,1550229407,2780,17,1.36,0.6539,-,earthquake
455,66.2993,-157.2125,11.4901,1550248654,2802,15,1.36,0.3876,-,earthquake
524,66.2544,-157.2265,12.3585,1550341062,2883,11,1.36,0.267,-,earthquake
926,66.2915,-157.1772,11.9532,1551184397,3352,18,1.36,0.3388,-,earthquake
928,66.3037,-157.1958,9.6485,1551184684,3354,14,1.36,0.5324,-,earthquake
991,66.3042,-157.1885,11.7154,1551260591,3432,16,1.36,0.5908,-,earthquake
1046,66.289,-157.2255,8.4849,1551327246,3500,12,1.36,0.6819,-,earthquake
82,66.1643,-158.2378,12.3798,1549698617,2337,17,1.37,0.5409,-,earthquake
209,66.3351,-157.2149,10.8237,1549828901,2506,8,1.37,0.6,-,earthquake
479,66.3186,-157.2197,10.5909,1550272644,2831,13,1.37,0.5291,D,duplicate of MATCHED evid #2837
521,66.3021,-157.2088,11.1736,1550330457,2879,9,1.37,0.3976,-,earthquake
782,66.3241,-157.2031,11.7262,1550901576,3184,16,1.37,0.707,-,earthquake
852,66.3595,-157.266,9.8951,1551113938,3261,9,1.37,0.9493,-,earthquake (several unpromoted detections)
917,66.3004,-157.2023,9.2098,1551175343,3341,13,1.37,0.6792,-,"earthquake — missing many clear, impulsive phase arrivals "
725,66.2715,-157.2309,12.7904,1550794848,3119,13,1.38,0.9056,-,earthquake
875,66.3094,-157.1923,9.4325,1551155694,3290,13,1.38,0.4314,-,earthquake
950,66.3216,-157.193,11.6712,1551208542,3382,15,1.38,0.4259,-,earthquake
1042,66.293,-157.1786,11.3228,1551319933,3496,14,1.38,0.3359,-,earthquake
1056,66.2913,-157.1835,10.9666,1551356105,3510,16,1.38,0.3405,-,earthquake
1069,66.3147,-157.1743,8.5021,1551384141,3524,8,1.38,0.4249,-,"earthquake — missing many clear, impulsive phase arrivals"
